venta_id,fecha,departamento_id,linea_negocio,ingresos,costo,meta_ingresos
V000429,2025-03-04,3,B2B,3098.01,1904.88,3192.97
V000430,2024-12-24,4,B2B,15048.67,8496.86,14143.66
V000431,2024-01-14,1,B2B,5453.93,4084.66,5861.61
V000432,2025-01-12,4,B2B,3743.84,3160.4,3598.31
V000433,2024-01-04,1,Canal Digital,4716.85,3219.97,4993.81
V000434,2025-04-07,5,B2C,3739.66,2609.09,3684.62
V000435,2025-10-28,1,B2C,6581.95,3829.25,7379.12
V000436,2025-12-12,3,B2B,7626.68,4943.29,7387.53
V000437,2024-01-20,1,B2C,9907.16,5943.34,11822.08
V000438,2025-10-06,1,Canal Digital,3027.44,2087.05,3362.39
V000439,2025-04-30,2,B2B,5036.0,2975.22,4655.41
V000440,2025-12-07,1,Partners,6227.82,4597.99,6980.32
V000441,2024-04-22,2,B2B,9908.42,8015.25,11476.76
V000442,2024-06-05,1,Canal Digital,5447.1,4497.5,5924.78
V000443,2025-08-03,4,Canal Digital,5365.58,3010.93,4883.32
V000444,2024-07-23,4,B2C,5222.08,3802.83,5263.95
V000445,2025-04-18,2,Partners,4689.59,3445.54,4724.56
V000446,2025-08-02,3,B2B,2462.8,1445.08,2364.9
V000447,2024-04-24,2,Partners,4456.27,3787.23,5035.75
V000448,2024-04-10,1,B2B,7716.12,5774.03,8861.5
V000449,2025-03-22,4,Partners,1641.55,1055.47,1553.22
V000450,2024-06-22,2,B2B,5478.99,3352.72,6492.7
V000451,2024-08-13,2,B2B,4631.43,2648.46,5253.15
V000452,2024-07-14,5,Partners,5311.97,3963.82,5226.72
V000453,2024-01-08,5,Canal Digital,7297.09,4827.46,6644.4
V000454,2024-04-23,1,B2B,8441.57,6137.33,8593.1
V000455,2024-01-17,4,Partners,8036.58,6177.89,8126.4
V000456,2025-05-14,4,B2B,5660.14,3498.74,6685.49
V000457,2024-05-16,1,B2B,3257.32,2525.77,3337.5
V000458,2025-10-04,2,B2C,10501.98,8077.54,12439.11
V000459,2024-06-10,5,B2C,8370.8,6580.34,9725.82
V000460,2024-06-15,2,Canal Digital,8949.32,7379.65,10327.87
V000461,2025-08-06,2,Canal Digital,2192.43,1662.67,2266.27
V000462,2025-10-30,2,B2B,5725.5,4194.96,6682.78
V000463,2024-05-22,4,B2C,4581.43,3683.49,5327.57
V000464,2025-03-08,1,Canal Digital,8907.76,5310.61,8647.98
V000465,2025-05-10,1,B2B,6291.88,4758.97,5835.32
V000466,2024-08-01,3,Partners,4788.14,3116.64,5318.38
V000467,2024-04-09,5,B2B,3223.48,2460.96,3730.9
V000468,2025-01-18,3,Partners,11705.61,9404.29,13395.99
V000469,2024-04-13,2,B2B,8447.87,6131.93,9691.38
V000470,2024-12-09,4,Canal Digital,3340.62,2033.84,3525.69
V000471,2025-03-20,1,B2C,4724.45,3054.56,5597.22
V000472,2025-09-20,2,B2B,2056.19,1164.17,1864.13
V000473,2025-06-25,3,B2B,1053.17,684.4,985.67
V000474,2024-10-12,1,Canal Digital,5382.09,3618.4,6021.36
V000475,2025-11-06,1,B2C,15224.82,10014.17,15389.85
V000476,2025-05-09,1,Canal Digital,4446.69,2940.71,4016.37
V000477,2024-05-12,3,B2C,5206.41,3913.57,5806.34
V000478,2024-09-27,5,Canal Digital,5083.63,2954.79,5220.39
V000479,2025-10-06,1,B2C,8268.54,5343.85,7897.09
V000480,2024-01-10,3,B2C,5218.59,3425.06,4865.84
V000481,2025-12-16,3,B2C,3857.66,2167.26,3971.0
V000482,2025-04-04,4,Canal Digital,5732.33,4391.32,6070.55
V000483,2024-12-04,2,B2B,3343.06,2222.59,3671.21
V000484,2024-10-07,4,B2B,6008.47,4592.91,6043.97
V000485,2025-07-25,2,B2B,3797.34,2550.47,4296.83
V000486,2024-12-13,1,B2B,5808.61,4251.83,5641.82
V000487,2024-01-01,3,B2B,2798.32,2207.45,3100.54
V000488,2025-08-20,3,Canal Digital,5657.29,4587.8,6295.33
V000489,2025-12-07,5,Canal Digital,7824.96,4902.13,8444.63
V000490,2025-04-13,1,Canal Digital,6975.17,5663.8,6347.59
V000491,2024-06-11,1,B2B,1479.77,1044.92,1335.54
V000492,2025-10-13,5,B2B,7462.07,4527.64,8331.91
V000493,2025-09-16,1,B2B,4673.22,3565.25,5584.12
V000494,2025-10-25,2,Partners,4736.36,3812.28,5279.73
V000495,2025-02-03,1,B2C,8551.02,5214.25,8453.55
V000496,2024-10-28,1,B2C,9139.02,7692.22,10403.6
V000497,2025-11-17,1,B2C,6542.06,5129.28,6991.11
V000498,2025-07-10,1,B2C,2602.55,2081.54,3102.91
V000499,2025-02-12,2,B2C,5939.92,4073.39,5975.24
V000500,2024-02-17,1,B2C,1868.98,1551.44,1723.46
V000501,2025-08-21,1,Partners,1489.46,877.33,1661.71
V000502,2024-02-22,2,B2C,7089.58,4813.92,6687.76
V000503,2025-05-19,5,B2C,2061.95,1207.17,2262.01
V000504,2024-06-16,3,B2B,4212.07,3450.19,4022.38
V000505,2024-02-18,2,B2B,5460.76,3324.46,5562.36
V000506,2024-05-26,1,B2B,3424.03,2518.37,3885.59
V000507,2025-12-17,4,B2B,8853.77,5882.94,10025.73
V000508,2024-08-18,4,B2C,2955.69,1893.37,3227.18
V000509,2024-10-10,3,B2B,2686.83,1635.29,2798.61
V000510,2025-06-04,2,B2B,5133.14,3124.77,4715.53
V000511,2025-01-27,1,B2B,7507.48,5792.86,6945.32
V000512,2025-07-19,4,Partners,2716.05,1856.62,2703.88
V000513,2024-04-16,1,Canal Digital,4772.65,3287.18,4483.83
V000514,2024-09-11,2,B2C,1817.16,1102.81,1739.97
V000515,2024-05-27,3,Canal Digital,7757.06,6391.9,8557.14
V000516,2024-09-08,5,Partners,6211.53,4737.26,5998.89
V000517,2024-08-13,1,B2C,6935.17,5248.96,8286.99
V000518,2025-07-19,4,B2C,9356.3,6229.53,11174.06
V000519,2025-12-19,4,Partners,4154.87,2599.48,4801.4
V000520,2025-05-07,1,B2B,8573.01,6235.87,7727.63
V000521,2024-11-25,2,Canal Digital,9268.73,5782.02,9528.35
V000522,2024-11-18,4,Partners,4846.57,3780.23,5078.89
V000523,2025-11-18,3,Partners,2583.94,2153.09,2620.17
V000524,2025-07-24,1,B2B,6285.0,4613.72,7219.91
V000525,2024-01-14,5,B2B,12689.79,10010.47,15034.47
V000526,2025-10-10,2,B2B,9388.12,7961.36,10124.92
V000527,2025-03-16,2,B2B,10477.03,8729.0,11464.15
V000528,2025-06-15,1,B2B,6399.8,5352.68,7485.88
V000529,2024-02-24,1,Partners,10192.69,5738.13,10253.68
V000530,2025-12-12,2,B2B,5987.68,4289.07,6822.59
V000531,2024-02-24,2,Canal Digital,6731.18,4237.02,6156.79
V000532,2025-10-04,4,Canal Digital,9555.67,6877.99,11178.44
V000533,2025-09-26,1,B2C,8195.25,4767.22,7681.93
V000534,2024-07-30,3,B2C,6445.34,3644.2,7715.04
V000535,2024-08-06,1,Partners,4439.3,3428.57,4135.42
V000536,2024-11-09,4,B2B,2848.94,1744.58,2594.44
V000537,2025-07-08,2,B2B,5390.64,3084.66,5808.08
V000538,2024-07-17,4,B2C,7540.51,4762.82,7804.26
V000539,2025-02-24,2,B2C,2185.05,1548.9,2184.36
V000540,2025-04-20,3,B2B,4664.43,3231.05,4880.54
V000541,2024-11-17,1,Canal Digital,5528.38,4016.24,5288.36
V000542,2024-11-06,1,B2C,2425.36,1671.95,2705.71
V000543,2025-11-13,1,Canal Digital,3480.39,2848.49,3538.91
V000544,2024-04-25,2,Canal Digital,5543.2,4430.47,5947.0
V000545,2025-07-09,1,B2B,3219.88,2595.02,3381.32
V000546,2024-06-14,2,B2B,7275.93,5339.14,8505.65
V000547,2024-01-11,3,B2B,4959.77,3546.83,4683.68
V000548,2025-04-23,1,B2B,3934.43,2660.41,3741.54
V000549,2024-10-17,5,B2B,9417.51,6801.89,8940.15
V000550,2024-02-25,5,B2B,3048.9,2425.35,2765.09
V000551,2024-07-03,1,B2B,5896.2,4404.47,6917.4
V000552,2025-08-12,4,B2C,5269.22,3915.38,6149.74
V000553,2025-01-30,1,B2C,10494.95,8333.02,10414.99
V000554,2025-12-24,3,Canal Digital,5100.95,3569.82,5459.52
V000555,2025-09-15,1,Canal Digital,6831.73,5580.83,6955.1
V000556,2024-05-04,2,B2C,6912.56,5245.14,6954.99
V000557,2025-08-18,5,Partners,5673.52,4377.84,6030.03
V000558,2025-12-09,2,B2C,2941.12,1791.84,3078.77
V000559,2025-11-24,2,B2B,6145.19,4095.91,6573.25
V000560,2024-10-12,1,Canal Digital,6485.55,3895.76,7036.25
V000561,2025-07-27,1,B2C,4884.53,3778.67,4479.96
V000562,2025-06-10,4,B2B,13676.55,11360.01,13312.79
V000563,2024-12-26,1,B2B,2768.65,2099.53,3193.59
V000564,2025-05-22,3,B2B,3507.39,2673.63,3178.28
V000565,2024-02-07,5,Partners,6315.76,5115.97,6858.22
V000566,2025-08-11,1,B2B,3224.4,2688.83,3551.32
V000567,2024-11-04,2,B2C,5233.21,3226.1,4961.03
V000568,2025-10-05,2,B2B,6594.79,4605.45,6510.51
V000569,2024-07-24,1,B2B,10135.1,8226.52,11551.25
V000570,2025-04-04,5,Partners,6436.48,4644.39,6322.74
V000571,2024-03-09,5,Canal Digital,4828.94,3425.29,4377.05
V000572,2025-04-05,5,Canal Digital,7773.03,4420.79,8598.46
V000573,2025-01-28,1,Partners,5134.62,3468.77,4786.84
V000574,2025-07-06,4,B2B,3427.41,2341.2,3630.86
V000575,2024-03-16,2,Partners,3986.16,3201.79,4585.13
V000576,2024-08-11,2,Canal Digital,7269.58,4640.58,6996.3
V000577,2025-10-13,3,B2B,2524.32,1525.33,2373.14
V000578,2024-05-19,2,B2B,3858.11,2790.54,3634.73
V000579,2025-11-15,3,B2C,5330.12,3025.68,5365.95
V000580,2024-04-11,1,B2C,5916.71,4437.3,6514.82
V000581,2024-01-11,3,B2B,5343.21,4413.1,5897.17
V000582,2024-08-06,1,B2B,3984.09,2880.76,4099.28
V000583,2024-12-26,3,Canal Digital,3457.91,2076.26,3547.17
V000584,2024-01-21,4,B2B,2701.24,2216.47,2776.49
V000585,2025-01-02,5,B2C,3935.55,2938.4,4104.67
V000586,2025-10-05,1,B2C,4607.22,2918.56,4501.49
V000587,2025-12-13,3,B2B,3082.61,2197.58,2857.84
V000588,2025-07-24,1,B2C,9497.37,7929.04,9110.09
V000589,2025-10-11,3,B2B,4817.25,3200.52,4775.42
V000590,2024-11-01,1,B2C,9902.31,5994.81,8946.57
V000591,2025-07-28,3,B2C,3187.55,2360.4,3705.95
V000592,2025-12-20,4,Canal Digital,5052.86,3111.03,4811.8
V000593,2025-06-26,4,B2B,9177.43,5233.99,8723.23
V000594,2024-03-05,1,Partners,7622.66,5863.53,7867.44
V000595,2025-10-01,1,Partners,5439.14,3735.72,5371.84
V000596,2025-10-29,1,Partners,4976.31,3338.01,4769.14
V000597,2025-02-17,3,B2B,6002.36,3459.21,7050.17
V000598,2024-04-19,3,B2C,4341.6,3189.97,4217.47
V000599,2025-04-10,4,B2B,4358.16,2580.54,4918.5
V000600,2025-11-05,4,Canal Digital,4712.35,3795.9,5228.08
V000601,2025-06-08,1,B2B,6638.6,4812.52,7303.91
V000602,2024-10-24,3,B2B,9809.93,5498.21,11277.59
V000603,2025-09-01,1,B2C,5766.64,4056.25,5449.95
V000604,2025-11-17,1,Partners,4343.7,3514.72,4904.54
V000605,2024-12-03,1,Canal Digital,2478.19,1704.51,2826.06
V000606,2024-12-30,5,B2C,6362.04,3962.94,5763.69
V000607,2024-06-27,1,Canal Digital,7312.84,5482.31,7548.85
V000608,2024-04-28,1,Canal Digital,6102.06,4443.68,7155.25
V000609,2024-08-16,3,B2C,10706.55,6952.39,10841.16
V000610,2025-04-19,2,Canal Digital,2794.92,2170.27,2922.59
V000611,2025-04-26,3,B2B,5109.89,2971.12,5281.18
V000612,2024-04-22,3,B2B,4276.29,3219.42,5038.69
V000613,2024-11-08,4,B2B,5139.74,3714.08,4747.2
V000614,2024-09-05,3,B2C,13326.22,9198.48,14065.7
V000615,2024-01-22,1,Canal Digital,8668.43,6925.43,10027.38
V000616,2025-02-21,1,Canal Digital,5959.26,3984.24,6547.39
V000617,2025-01-27,2,Canal Digital,7319.05,4833.14,8402.59
V000618,2024-09-14,3,Partners,3558.48,2780.84,3839.05
V000619,2025-10-12,3,B2C,4043.19,3316.78,4843.73
V000620,2024-06-10,3,B2B,4312.72,2615.24,4802.9
V000621,2024-06-23,2,Partners,4308.73,3576.76,4949.25
V000622,2025-06-25,1,B2C,3003.52,2089.09,3010.16
V000623,2024-10-12,4,B2B,4638.63,3815.25,5466.54
V000624,2024-10-18,2,B2B,2108.08,1242.26,2425.76
V000625,2024-06-29,3,B2B,2793.98,2133.99,3187.09
V000626,2025-11-21,3,B2B,7625.5,4836.6,8768.35
V000627,2025-06-12,3,B2C,3962.32,2378.63,3789.97
V000628,2024-05-30,4,B2B,5501.06,4001.0,5159.09
V000629,2024-07-25,4,B2C,9277.66,7160.75,9562.2
V000630,2024-07-16,4,B2B,2253.98,1360.86,2126.12
V000631,2024-12-23,5,B2C,9883.66,5893.17,10474.31
V000632,2025-06-06,3,B2C,1944.31,1508.9,2098.95
V000633,2025-09-15,4,Canal Digital,2891.85,1665.19,3336.96
V000634,2024-02-28,5,Canal Digital,7439.44,5043.7,8562.92
V000635,2025-10-30,2,B2B,4678.95,3335.23,4851.77
V000636,2024-09-06,2,B2C,2833.48,1727.83,2709.05
V000637,2025-08-09,2,B2C,3485.84,2805.72,3987.19
V000638,2025-01-27,1,Canal Digital,6674.38,5643.84,7779.52
V000639,2024-08-22,2,B2C,3817.49,2486.47,4563.17
V000640,2025-09-21,2,B2B,7152.59,5338.45,7684.92
V000641,2024-11-09,4,B2B,11177.77,8285.76,10734.4
V000642,2025-06-03,4,Partners,986.06,700.89,961.86
V000643,2024-05-22,3,B2C,2860.03,2303.05,3162.85
V000644,2025-04-10,1,Canal Digital,4252.66,3158.08,3861.52
V000645,2025-01-02,3,B2C,20538.16,12092.76,22903.78
V000646,2024-08-26,2,B2B,10398.32,6174.29,10146.98
V000647,2025-04-08,3,B2C,7538.01,6042.91,7503.11
V000648,2025-08-23,1,B2C,10189.43,7138.15,11550.06
V000649,2025-08-05,3,B2B,2591.93,1943.65,2725.78
V000650,2024-03-06,2,Partners,4394.26,3544.25,4877.62
V000651,2024-04-30,3,B2B,6171.18,4330.52,6345.34
V000652,2024-06-16,2,B2B,8473.4,5255.48,8389.45
V000653,2025-08-06,4,Canal Digital,5916.42,4218.61,5378.86
V000654,2024-05-02,2,B2B,4771.98,3361.86,4395.77
V000655,2024-06-02,2,B2C,11621.56,9127.62,11388.35
V000656,2025-11-12,3,B2B,2411.88,1368.21,2519.36
V000657,2024-12-04,2,B2C,3124.9,2053.55,2856.32
V000658,2024-01-14,3,B2B,3644.12,2266.44,3377.31
V000659,2024-01-13,1,B2B,3453.52,2288.71,3316.45
V000660,2025-04-22,4,Canal Digital,7287.16,5383.05,6613.24
V000661,2025-04-04,3,B2C,4567.36,3303.17,4462.29
V000662,2025-06-29,1,B2C,7916.26,5366.46,8864.77
V000663,2025-02-10,1,B2C,4080.11,3315.62,4108.42
V000664,2024-12-16,3,B2B,6656.12,4455.78,7977.28
V000665,2025-09-14,3,B2C,2255.79,1859.3,2508.23
V000666,2024-09-01,1,Canal Digital,15054.99,12415.69,13798.63
V000667,2024-01-24,3,B2B,14840.49,9511.13,15806.9
V000668,2025-04-23,4,Canal Digital,4123.36,3273.61,3858.38
V000669,2025-01-19,2,Partners,14377.09,9978.07,15843.57
V000670,2024-08-24,1,B2B,3301.7,2575.52,3695.71
V000671,2025-07-01,2,B2B,3106.28,1917.51,3215.06
V000672,2025-08-16,2,Partners,5946.3,3890.31,5757.21
V000673,2024-08-03,2,Partners,5244.19,3518.46,4996.13
V000674,2024-06-20,2,Canal Digital,8239.83,6665.92,9788.44
V000675,2024-09-15,2,Partners,6522.41,5304.63,6697.55
V000676,2025-07-28,1,B2B,5103.66,4061.41,4818.24
V000677,2025-05-05,1,B2B,4570.3,2646.6,4308.24
V000678,2024-11-30,4,B2B,9191.84,5757.73,10173.46
V000679,2025-06-05,1,Canal Digital,10878.03,6135.96,10416.27
V000680,2024-06-05,2,B2C,7664.22,5155.63,7925.56
V000681,2024-01-11,1,Partners,4487.99,3518.76,4912.1
V000682,2024-02-02,1,B2B,4808.93,4008.57,4725.58
V000683,2025-06-26,2,B2C,2532.66,1619.89,2724.16
V000684,2024-07-05,2,Canal Digital,3438.89,2786.64,3588.65
V000685,2025-10-02,2,B2B,5708.97,4418.05,6696.77
V000686,2025-07-18,2,B2C,6278.4,5086.75,5904.1
V000687,2024-06-07,3,B2C,3189.07,1977.5,3703.76
V000688,2025-02-14,1,Canal Digital,3502.62,2279.6,4071.9
V000689,2024-04-07,2,Partners,5000.79,3739.13,5365.76
V000690,2024-01-07,1,Canal Digital,11572.02,9205.5,11812.31
V000691,2025-02-27,3,B2B,3487.8,2769.46,3568.26
V000692,2025-05-25,1,B2B,6270.95,3571.68,6007.48
V000693,2025-03-24,1,B2B,2518.2,1853.49,2939.45
V000694,2025-09-30,1,B2B,9005.49,6601.11,8206.38
V000695,2024-08-30,2,Canal Digital,9212.19,7151.69,10420.5
V000696,2024-07-24,2,Canal Digital,9258.05,5638.71,10253.23
V000697,2025-01-16,4,B2B,11696.4,9508.3,12500.89
V000698,2025-06-18,4,B2C,4909.09,4079.87,5770.06
V000699,2024-11-17,3,B2C,3553.08,2241.94,3845.81
V000700,2024-01-31,5,B2C,7838.25,4873.56,9289.99
V000701,2024-06-14,1,B2B,9018.55,6602.02,9341.63
V000702,2025-06-17,2,Canal Digital,1549.22,1048.01,1479.65
V000703,2024-02-05,1,B2B,3801.21,2502.5,3870.38
V000704,2025-06-29,4,B2C,4620.28,2789.73,5243.83
V000705,2024-05-17,1,B2B,10844.43,6266.93,12112.44
V000706,2025-01-27,2,B2C,4746.53,2782.22,4793.13
V000707,2025-06-24,1,B2C,2300.63,1577.63,2088.48
V000708,2025-02-03,5,B2B,1497.74,1243.39,1438.29
V000709,2024-02-15,3,B2B,8027.65,4792.39,7261.98
V000710,2024-07-18,1,B2C,5036.42,3042.62,5371.29
V000711,2024-08-28,4,Canal Digital,6800.0,4876.54,7825.92
V000712,2025-05-25,4,Canal Digital,3318.39,2407.64,3150.85
V000713,2025-11-12,3,B2C,11859.21,9241.29,11508.48
V000714,2024-11-06,3,Canal Digital,5782.18,3238.74,6164.92
V000715,2024-10-26,2,Partners,6094.3,4022.21,6003.15
V000716,2024-11-30,3,Partners,8218.2,5673.54,9494.23
V000717,2024-10-24,1,Partners,16938.2,11951.17,17244.49
V000718,2024-05-27,2,Partners,13968.39,10532.6,13565.52
V000719,2024-05-29,1,B2C,2636.6,1975.3,3043.29
V000720,2024-07-11,4,B2C,7489.5,5966.19,8969.64
V000721,2025-02-16,3,B2B,4188.07,2467.25,4704.14
V000722,2025-12-19,4,B2C,3299.89,2305.89,3064.37
V000723,2025-12-30,1,B2B,3459.2,2524.75,3891.36
V000724,2024-01-08,5,B2C,8655.78,5533.53,8660.87
V000725,2025-01-01,2,B2C,3844.46,2361.02,4552.62
V000726,2024-12-30,1,B2C,4581.93,2576.56,4693.96
V000727,2025-01-31,3,Canal Digital,6317.67,5319.62,6816.34
V000728,2025-08-10,2,Canal Digital,2880.01,2372.48,2824.13
V000729,2025-02-11,2,B2B,4763.92,2678.19,4947.41
V000730,2025-10-11,2,B2C,12550.54,7118.53,12866.92
V000731,2024-01-09,5,B2B,6428.43,5112.54,7103.19
V000732,2025-12-07,2,B2C,7208.21,6043.75,6803.78
V000733,2025-02-20,3,B2B,5448.6,4289.22,6501.7
V000734,2025-07-20,5,B2C,2514.87,1658.7,2827.35
V000735,2024-01-04,4,Partners,6511.33,4987.52,6590.3
V000736,2024-08-21,1,B2B,5402.06,3276.96,5122.79
V000737,2025-03-12,3,B2B,4559.33,3057.81,4701.89
V000738,2025-11-10,2,B2C,3529.56,1989.75,3347.08
V000739,2025-10-14,1,Partners,3405.1,2113.48,3108.94
V000740,2024-07-07,4,B2C,10175.69,5825.64,10229.81
V000741,2025-02-23,5,Canal Digital,10558.61,8454.68,10849.93
V000742,2024-01-15,2,Partners,4382.92,3098.57,4415.45
V000743,2024-01-31,3,Partners,8482.09,6326.48,9878.36
V000744,2025-10-15,4,B2B,5328.91,3709.4,6254.96
V000745,2025-09-30,1,B2C,4787.21,2759.37,5177.51
V000746,2025-03-19,1,Canal Digital,7813.46,4520.61,8628.3
V000747,2024-10-13,1,B2B,4562.26,2800.19,4456.02
V000748,2024-06-17,3,Partners,6951.92,4477.96,7410.47
V000749,2025-01-15,4,B2C,8744.69,6069.19,8155.84
V000750,2025-05-19,1,B2B,2621.55,1849.75,2679.77
V000751,2025-03-16,2,Canal Digital,2517.0,2099.51,2328.82
V000752,2025-10-02,2,Canal Digital,6731.38,4286.96,7068.28
V000753,2024-02-15,1,B2C,2893.54,1939.52,2888.43
V000754,2025-05-16,1,Canal Digital,7505.66,4665.88,7188.52
V000755,2024-11-01,2,Canal Digital,3086.78,1897.96,3288.85
V000756,2025-12-04,3,B2C,5262.53,4285.11,5636.35
V000757,2024-11-26,3,B2B,2993.97,1755.33,2950.48
V000758,2025-07-18,4,B2C,4018.71,2345.82,4104.12
V000759,2024-01-25,1,B2C,6236.07,3712.09,6754.26
V000760,2025-02-28,2,B2B,17374.5,12734.94,17672.75
V000761,2025-04-13,3,B2B,6707.51,4754.54,7549.19
V000762,2025-10-31,5,Canal Digital,11027.88,9047.97,11829.33
V000763,2024-01-28,4,B2B,5496.86,4495.23,6397.54
V000764,2024-12-21,4,B2B,2575.41,1617.69,2436.02
V000765,2025-10-23,3,B2C,3316.66,2605.01,3562.3
V000766,2024-01-12,2,B2B,6383.9,4307.47,7563.52
V000767,2025-07-29,1,Canal Digital,6336.96,4074.83,7559.66
V000768,2025-06-04,2,Partners,7192.23,4154.11,8390.85
V000769,2025-10-04,5,B2C,8942.84,7555.57,9929.39
V000770,2024-09-22,4,B2B,5421.44,3298.74,5330.53
V000771,2024-03-15,1,Canal Digital,3870.44,2526.79,4327.61
V000772,2025-05-09,2,Partners,3308.79,2492.67,3652.67
V000773,2024-11-30,1,Partners,4952.84,3604.98,5477.23
V000774,2024-06-06,1,B2C,2314.43,1725.71,2636.08
V000775,2024-04-08,1,Partners,2866.6,1894.36,3015.73
V000776,2024-02-28,3,B2C,3953.11,3317.54,4055.45
V000777,2024-12-11,2,B2C,9632.62,6785.17,10371.89
V000778,2024-02-07,1,B2C,8501.32,5950.74,7787.39
V000779,2025-09-28,1,B2B,3938.92,2583.9,4264.11
V000780,2025-08-31,1,B2C,2895.58,1819.17,2829.28
V000781,2024-08-03,3,Canal Digital,3339.69,1977.97,3878.75
V000782,2025-08-09,2,B2B,7435.73,4611.08,7011.68
V000783,2024-01-13,5,B2C,6294.83,4206.57,7340.02
V000784,2024-04-18,4,Canal Digital,2478.25,1451.39,2953.71
V000785,2025-10-23,4,B2C,5059.53,3696.17,5224.7
V000786,2024-11-28,2,B2C,8391.66,6749.98,8511.77
V000787,2025-07-09,2,B2B,1167.02,810.14,1217.5
V000788,2025-08-08,5,B2C,3586.87,2554.71,4094.94
V000789,2025-12-18,1,Canal Digital,7508.71,5755.41,8444.06
V000790,2024-04-06,4,B2C,2183.91,1754.08,2286.3
V000791,2024-02-04,4,B2B,5158.8,3870.12,5824.89
V000792,2025-10-29,2,B2B,7860.68,5415.4,7871.05
V000793,2025-03-19,3,Partners,2048.69,1224.49,2309.29
V000794,2024-12-02,1,Partners,6614.02,5457.99,6185.61
V000795,2024-12-05,3,B2C,3090.6,2348.42,3029.16
V000796,2024-03-04,1,Canal Digital,2042.11,1505.5,2198.97
V000797,2024-08-17,4,B2B,6092.57,4453.35,6275.32
V000798,2025-02-25,1,Partners,5623.08,3320.49,5738.94
V000799,2025-12-29,2,Canal Digital,3646.14,2309.15,3925.64
V000800,2024-06-11,2,Canal Digital,7840.6,5529.47,8345.19
V000801,2025-01-22,4,B2B,4307.77,2903.8,4156.77
V000802,2024-07-29,2,B2C,6781.33,4715.56,6271.56
V000803,2024-06-10,2,Canal Digital,3802.77,2146.15,3614.87
V000804,2024-04-26,4,B2B,4763.37,3308.15,5001.3
V000805,2024-08-01,3,B2C,6788.12,4190.55,7507.7
V000806,2024-02-25,2,B2C,6172.72,4592.93,5625.33
V000807,2025-07-14,2,B2B,7648.86,5773.01,7316.23
V000808,2025-10-10,2,B2C,3796.38,2962.11,3666.42
V000809,2024-01-16,1,B2B,2903.09,1692.66,2991.99
V000810,2025-10-11,2,Canal Digital,5456.29,3991.46,5997.79
V000811,2024-06-17,1,B2B,4245.93,2806.4,4114.43
V000812,2024-05-14,1,B2B,6482.74,4338.91,7723.62
V000813,2025-01-05,2,B2B,3399.4,2222.71,3342.24
V000814,2025-10-01,3,Canal Digital,12636.81,9513.95,14766.93
V000815,2025-08-24,4,B2C,10479.05,6549.24,12155.64
V000816,2025-11-28,1,Canal Digital,2859.5,2193.74,2647.55
V000817,2025-08-05,1,B2C,11045.24,6454.32,10796.61
V000818,2024-10-30,2,Canal Digital,10093.8,6763.4,9793.36
V000819,2025-12-15,3,B2B,2249.09,1265.7,2302.42
V000820,2024-06-14,5,Canal Digital,5115.94,4346.29,4932.84
V000821,2025-05-17,1,Partners,2022.93,1276.4,2396.88
V000822,2024-09-18,5,B2B,2673.98,1931.13,2761.45
V000823,2024-01-02,3,B2B,5418.43,4137.3,6037.31
V000824,2025-11-27,2,Canal Digital,5250.87,3721.12,5346.89
V000825,2025-12-24,1,B2B,7865.87,4798.07,9107.26
V000826,2025-02-04,1,Canal Digital,1468.8,1236.75,1465.43
V000827,2025-11-23,3,B2B,8114.99,5296.09,8257.74
V000828,2024-03-12,3,Partners,10090.81,6338.34,12059.15
V000829,2024-06-06,4,Partners,7457.37,4317.93,7877.68
V000830,2025-03-05,2,B2B,4817.21,3040.93,5717.96
V000831,2024-11-19,2,B2C,9029.19,5515.19,10311.64
V000832,2024-04-10,3,B2C,9051.68,6636.34,10477.47
V000833,2025-04-20,1,Canal Digital,3651.55,2274.12,3384.97
V000834,2024-05-09,1,B2B,2611.97,1806.82,2951.47
V000835,2025-05-22,2,Partners,5350.03,3034.21,6222.54
V000836,2025-01-17,3,Partners,8826.58,6699.72,9857.15
V000837,2024-02-17,4,B2B,7523.91,5028.09,7985.23
V000838,2024-10-22,2,B2C,9186.31,6095.43,9890.95
V000839,2025-05-31,1,B2B,10069.72,6422.37,11534.51
V000840,2024-10-28,1,Canal Digital,3767.18,2729.83,4015.39
V000841,2024-07-22,2,B2B,2659.14,1761.81,2638.63
V000842,2025-06-17,5,Canal Digital,5373.54,3544.04,5563.05
V000843,2024-11-09,2,B2B,3219.99,2586.28,3699.53
V000844,2024-04-28,4,B2B,7009.41,5910.27,6695.57
V000845,2024-11-03,1,B2B,4370.18,3612.91,4482.75
V000846,2024-06-01,2,Partners,8366.58,6971.81,8573.01
V000847,2024-05-29,3,B2B,2774.93,2063.83,2990.6
V000848,2024-08-07,1,B2C,8991.54,6017.33,8252.71
V000849,2025-02-14,4,Partners,6254.98,3523.05,6426.28
V000850,2025-08-10,3,B2C,10426.23,6165.89,11760.0
V000851,2024-03-03,3,B2B,4326.27,2509.13,5014.44
V000852,2024-01-05,1,B2B,5753.43,3688.61,5484.01
V000853,2024-03-30,5,Canal Digital,6876.05,3890.64,6304.32
V000854,2024-03-19,1,B2B,4152.58,3258.0,4011.44
V000855,2025-05-01,1,Canal Digital,8278.65,5391.52,8028.57
V000856,2025-02-18,1,B2B,13491.41,8630.45,12770.33
