orden_id,cliente_id,fecha_orden,canal,monto_orden
O001732,975,2024-02-14,Partners,926.46
O001733,391,2024-05-05,Online,496.21
O001734,498,2025-04-04,Online,515.58
O001735,478,2024-05-01,Online,285.24
O001736,360,2025-06-11,Online,339.03
O001737,1043,2024-11-10,Fuerza Comercial,551.88
O001738,1068,2025-07-06,Partners,772.58
O001739,308,2024-10-24,Online,628.64
O001740,503,2025-07-10,Online,1119.59
O001741,189,2025-09-07,Fuerza Comercial,441.41
O001742,272,2024-06-18,Online,461.9
O001743,257,2024-03-24,Fuerza Comercial,467.29
O001744,635,2024-07-17,Online,453.68
O001745,688,2025-06-17,Online,135.86
O001746,1150,2024-01-17,Online,609.9
O001747,20,2025-09-17,Online,516.67
O001748,752,2025-12-31,Online,1102.13
O001749,1190,2024-12-14,Online,250.43
O001750,5,2024-09-03,Fuerza Comercial,504.65
O001751,944,2025-02-03,Online,249.51
O001752,319,2024-09-09,Online,264.92
O001753,401,2024-05-13,Fuerza Comercial,200.06
O001754,827,2025-01-28,Online,264.74
O001755,694,2025-07-07,Online,338.98
O001756,373,2025-07-02,Online,451.31
O001757,29,2024-12-19,Online,522.64
O001758,718,2025-11-05,Fuerza Comercial,252.21
O001759,617,2025-12-20,Partners,497.38
O001760,390,2025-04-21,Fuerza Comercial,603.52
O001761,204,2025-09-29,Online,466.43
O001762,1149,2025-10-07,Fuerza Comercial,278.43
O001763,428,2024-06-24,Fuerza Comercial,627.17
O001764,424,2025-05-04,Fuerza Comercial,353.2
O001765,1141,2024-01-03,Fuerza Comercial,302.85
O001766,293,2024-11-10,Online,730.96
O001767,147,2024-02-23,Partners,1159.38
O001768,1055,2025-08-13,Partners,1143.28
O001769,239,2024-04-17,Online,1254.65
O001770,919,2025-02-20,Online,559.36
O001771,914,2025-12-14,Online,461.31
O001772,1099,2024-07-06,Partners,430.05
O001773,861,2025-02-16,Online,526.64
O001774,942,2025-09-28,Partners,441.91
O001775,569,2024-10-05,Fuerza Comercial,787.85
O001776,756,2024-08-21,Online,469.27
O001777,111,2025-11-17,Online,1081.3
O001778,426,2024-01-26,Partners,178.66
O001779,293,2025-02-22,Fuerza Comercial,948.98
O001780,737,2024-11-04,Online,134.8
O001781,575,2025-01-03,Online,377.05
O001782,348,2024-04-06,Online,576.0
O001783,1056,2025-12-02,Partners,259.97
O001784,1051,2025-09-11,Online,1129.68
O001785,736,2025-09-29,Fuerza Comercial,604.57
O001786,271,2025-01-20,Online,185.22
O001787,661,2024-10-07,Partners,386.21
O001788,591,2024-10-13,Fuerza Comercial,820.28
O001789,1044,2025-06-28,Online,980.16
O001790,686,2025-08-30,Fuerza Comercial,239.11
O001791,746,2025-05-11,Partners,308.21
O001792,475,2024-06-08,Partners,414.78
O001793,1052,2024-04-02,Fuerza Comercial,450.11
O001794,603,2024-02-20,Fuerza Comercial,397.33
O001795,189,2024-01-26,Fuerza Comercial,743.02
O001796,786,2024-08-20,Fuerza Comercial,253.42
O001797,189,2025-04-10,Fuerza Comercial,297.25
O001798,537,2024-01-06,Fuerza Comercial,448.58
O001799,1052,2024-07-11,Fuerza Comercial,580.36
O001800,514,2024-07-21,Fuerza Comercial,415.65
O001801,829,2025-08-22,Fuerza Comercial,347.06
O001802,767,2025-06-07,Online,510.82
O001803,400,2024-05-27,Online,771.4
O001804,193,2024-09-11,Fuerza Comercial,207.57
O001805,316,2025-12-12,Partners,369.07
O001806,337,2025-02-07,Online,316.36
O001807,815,2025-11-16,Fuerza Comercial,1104.77
O001808,1080,2025-02-03,Online,605.66
O001809,149,2025-05-01,Fuerza Comercial,247.91
O001810,860,2025-07-24,Fuerza Comercial,258.91
O001811,841,2025-03-04,Fuerza Comercial,386.0
O001812,332,2024-09-15,Fuerza Comercial,544.29
O001813,1110,2024-05-26,Partners,842.15
O001814,275,2024-06-21,Fuerza Comercial,284.9
O001815,1018,2025-12-17,Online,564.75
O001816,832,2025-07-12,Fuerza Comercial,427.52
O001817,843,2025-02-25,Partners,378.78
O001818,1097,2025-04-20,Partners,209.22
O001819,850,2024-12-18,Online,708.8
O001820,272,2025-07-19,Online,257.51
O001821,820,2024-11-01,Partners,562.81
O001822,20,2024-06-02,Fuerza Comercial,716.86
O001823,483,2024-07-25,Online,840.3
O001824,559,2024-01-11,Online,821.26
O001825,46,2024-01-01,Online,476.8
O001826,994,2024-09-14,Online,269.19
O001827,677,2024-02-25,Online,633.48
O001828,1047,2024-05-04,Online,277.2
O001829,772,2025-08-24,Online,678.92
O001830,192,2024-02-09,Fuerza Comercial,571.53
O001831,130,2025-09-18,Fuerza Comercial,634.37
O001832,741,2025-09-12,Online,417.51
O001833,1190,2025-08-05,Fuerza Comercial,415.17
O001834,1106,2024-05-18,Online,614.12
O001835,550,2024-06-21,Online,154.99
O001836,473,2024-01-08,Online,415.14
O001837,753,2024-06-21,Online,485.56
O001838,991,2024-07-21,Fuerza Comercial,689.08
O001839,603,2024-10-04,Fuerza Comercial,585.73
O001840,916,2025-03-08,Fuerza Comercial,398.84
O001841,880,2024-09-21,Fuerza Comercial,593.34
O001842,782,2025-01-09,Online,415.45
O001843,833,2025-08-18,Online,474.53
O001844,751,2024-08-27,Fuerza Comercial,192.23
O001845,75,2024-05-16,Online,541.38
O001846,743,2024-12-04,Fuerza Comercial,464.29
O001847,46,2024-05-12,Partners,526.05
O001848,580,2024-09-15,Online,61.04
O001849,977,2025-12-13,Online,342.11
O001850,201,2025-02-04,Fuerza Comercial,278.88
O001851,681,2024-07-14,Partners,268.29
O001852,238,2024-05-14,Online,278.28
O001853,725,2025-11-03,Online,234.58
O001854,397,2025-09-24,Online,395.32
O001855,108,2024-05-11,Online,248.46
O001856,765,2024-04-20,Online,358.06
O001857,471,2025-03-24,Online,946.46
O001858,1188,2024-08-14,Fuerza Comercial,
O001859,1073,2024-05-30,Online,231.33
O001860,242,2024-06-22,Online,288.49
O001861,560,2024-06-26,Fuerza Comercial,397.18
O001862,573,2024-12-31,Online,303.03
O001863,399,2024-11-11,Online,716.6
O001864,593,2025-08-23,Online,190.76
O001865,394,2024-07-06,Fuerza Comercial,124.09
O001866,1118,2024-05-04,Fuerza Comercial,371.61
O001867,23,2024-03-29,Online,430.97
O001868,659,2024-08-08,Fuerza Comercial,258.86
O001869,618,2024-06-25,Partners,940.38
O001870,1105,2024-05-19,Online,194.04
O001871,947,2025-03-13,Online,496.23
O001872,988,2024-08-12,Partners,381.06
O001873,924,2025-11-07,Online,206.18
O001874,256,2024-08-04,Online,367.17
O001875,227,2024-12-07,Fuerza Comercial,455.65
O001876,634,2024-12-29,Online,756.37
O001877,470,2025-08-23,Fuerza Comercial,145.26
O001878,1011,2024-07-07,Online,856.46
O001879,130,2024-05-05,Online,365.15
O001880,1169,2025-04-04,Partners,506.17
O001881,529,2025-02-09,Online,469.47
O001882,764,2025-07-04,Online,485.91
O001883,144,2024-10-28,Online,561.08
O001884,589,2024-01-17,Online,860.83
O001885,153,2025-12-17,Partners,353.56
O001886,922,2025-01-22,Fuerza Comercial,267.2
O001887,433,2025-05-14,Fuerza Comercial,259.66
O001888,1011,2025-07-07,Partners,220.21
O001889,748,2025-02-26,Fuerza Comercial,612.71
O001890,449,2024-02-01,Partners,489.09
O001891,1119,2024-05-18,Online,774.56
O001892,666,2025-05-23,Partners,1230.98
O001893,700,2025-11-07,Online,603.93
O001894,198,2024-07-19,Fuerza Comercial,654.95
O001895,89,2025-07-18,Online,281.33
O001896,1118,2024-09-20,Online,428.21
O001897,1039,2025-11-20,Online,439.29
O001898,1062,2024-09-03,Online,537.9
O001899,527,2024-08-29,Fuerza Comercial,239.41
O001900,676,2024-08-31,Online,238.99
O001901,187,2025-06-11,Online,625.98
O001902,1170,2025-10-18,Online,212.37
O001903,264,2025-03-17,Partners,542.17
O001904,435,2025-05-04,Fuerza Comercial,266.0
O001905,638,2025-06-15,Online,508.67
O001906,1048,2024-11-08,Online,488.93
O001907,770,2025-05-09,Online,174.19
O001908,302,2024-04-18,Fuerza Comercial,419.48
O001909,786,2024-02-12,Fuerza Comercial,336.18
O001910,747,2025-10-15,Partners,683.44
O001911,727,2025-11-25,Fuerza Comercial,387.07
O001912,1036,2024-05-13,Online,328.68
O001913,1062,2024-11-27,Online,284.22
O001914,417,2025-08-12,Fuerza Comercial,395.33
O001915,1130,2025-09-30,Online,443.13
O001916,340,2024-01-27,Online,272.82
O001917,586,2025-12-26,Fuerza Comercial,371.38
O001918,1188,2024-11-05,Fuerza Comercial,249.51
O001919,683,2025-02-06,Fuerza Comercial,428.95
O001920,1052,2024-03-19,Online,436.21
O001921,318,2024-06-15,Online,913.18
O001922,716,2024-02-29,Fuerza Comercial,576.42
O001923,347,2025-09-17,Fuerza Comercial,94.97
O001924,592,2025-03-30,Online,584.74
O001925,1198,2025-05-08,Fuerza Comercial,902.61
O001926,99,2025-10-30,Online,301.46
O001927,565,2025-07-15,Online,557.93
O001928,654,2024-08-28,Online,261.82
O001929,957,2024-12-27,Fuerza Comercial,392.57
O001930,571,2024-10-01,Online,297.06
O001931,385,2024-07-13,Online,220.83
O001932,231,2025-05-13,Fuerza Comercial,166.72
O001933,124,2025-07-22,Online,438.47
O001934,1080,2024-03-05,Online,372.4
O001935,443,2025-01-23,Online,161.89
O001936,1158,2025-06-21,Online,340.84
O001937,311,2024-04-06,Partners,397.67
O001938,761,2024-12-13,Online,265.52
O001939,106,2024-10-20,Fuerza Comercial,725.52
O001940,823,2025-04-07,Fuerza Comercial,462.92
O001941,885,2024-05-02,Online,169.61
O001942,351,2024-01-18,Online,412.68
O001943,360,2025-11-30,Online,229.22
O001944,263,2025-11-18,Online,402.1
O001945,533,2024-01-19,Online,250.19
O001946,777,2024-01-23,Fuerza Comercial,523.19
O001947,419,2024-01-25,Online,862.36
O001948,650,2025-03-20,Fuerza Comercial,484.25
O001949,1134,2025-01-29,Fuerza Comercial,376.25
O001950,718,2024-04-30,Fuerza Comercial,136.2
O001951,441,2025-02-21,Online,760.02
O001952,166,2024-10-23,Partners,219.62
O001953,427,2024-01-05,Online,886.1
O001954,651,2024-03-26,Online,444.68
O001955,569,2024-12-29,Online,498.34
O001956,1064,2025-09-05,Partners,582.55
O001957,616,2025-02-20,Fuerza Comercial,813.07
O001958,148,2024-03-07,Fuerza Comercial,236.04
O001959,643,2025-12-13,Fuerza Comercial,726.97
O001960,635,2024-05-26,Online,969.19
O001961,372,2024-10-31,Fuerza Comercial,214.22
O001962,1173,2025-07-09,Online,469.68
O001963,226,2025-06-20,Online,264.32
O001964,1109,2025-07-17,Fuerza Comercial,487.25
O001965,60,2024-05-26,Fuerza Comercial,380.6
O001966,871,2024-08-15,Online,686.52
O001967,32,2025-04-29,Online,378.14
O001968,333,2024-02-19,Online,689.83
O001969,1078,2025-07-03,Online,231.83
O001970,252,2025-11-17,Online,275.12
O001971,917,2025-10-07,Online,599.27
O001972,483,2024-09-30,Online,626.86
O001973,947,2025-03-21,Partners,338.76
O001974,1189,2024-02-29,Partners,322.85
O001975,425,2024-08-19,Online,165.29
O001976,632,2025-12-04,Online,454.48
O001977,985,2025-05-24,Online,611.91
O001978,481,2025-06-08,Online,524.45
O001979,1118,2025-10-29,Online,522.15
O001980,462,2025-02-24,Fuerza Comercial,248.41
O001981,707,2025-06-19,Online,273.77
O001982,83,2025-02-14,Online,510.17
O001983,496,2025-08-18,Fuerza Comercial,138.73
O001984,354,2025-02-23,Online,374.78
O001985,474,2025-06-22,Online,478.72
O001986,1006,2025-02-21,Fuerza Comercial,172.19
O001987,269,2025-04-01,Fuerza Comercial,458.57
O001988,1010,2024-05-06,Online,1387.68
O001989,1115,2024-05-17,Fuerza Comercial,548.48
O001990,1157,2024-07-14,Partners,595.49
O001991,1121,2025-06-26,Online,500.53
O001992,665,2024-08-30,Online,216.61
O001993,440,2024-09-26,Fuerza Comercial,576.87
O001994,322,2025-01-16,Online,603.43
O001995,1062,2025-05-17,Online,270.76
O001996,590,2024-04-21,Fuerza Comercial,378.95
O001997,192,2025-04-19,Fuerza Comercial,330.76
O001998,1,2025-12-19,Fuerza Comercial,393.74
O001999,565,2024-11-21,Fuerza Comercial,402.25
O002000,1153,2024-12-10,Online,163.0
O002001,761,2025-02-12,Partners,514.35
O002002,167,2024-10-13,Online,325.44
O002003,473,2025-07-03,Online,503.81
O002004,993,2025-03-12,Online,113.94
O002005,468,2025-12-20,Fuerza Comercial,331.03
O002006,770,2024-02-07,Fuerza Comercial,224.79
O002007,1140,2024-02-07,Online,479.14
O002008,256,2024-06-15,Online,341.04
O002009,1055,2025-05-30,Online,223.74
O002010,612,2024-09-07,Online,745.82
O002011,511,2024-11-11,Fuerza Comercial,787.76
O002012,1140,2024-07-01,Online,182.77
O002013,866,2024-12-05,Partners,842.58
O002014,173,2025-06-03,Online,297.12
O002015,685,2024-03-29,Online,225.56
O002016,664,2025-09-18,Online,353.85
O002017,391,2024-11-15,Fuerza Comercial,291.63
O002018,957,2024-05-06,Fuerza Comercial,246.99
O002019,773,2024-07-09,Online,325.85
O002020,270,2025-09-22,Online,
O002021,1053,2025-07-12,Online,256.1
O002022,736,2025-11-07,Online,624.29
O002023,723,2025-02-23,Fuerza Comercial,433.0
O002024,761,2025-02-05,Online,297.87
O002025,1161,2025-05-20,Fuerza Comercial,452.58
O002026,741,2024-03-07,Fuerza Comercial,329.39
O002027,327,2024-08-27,Partners,600.18
O002028,1023,2024-09-15,Fuerza Comercial,486.6
O002029,713,2025-10-31,Fuerza Comercial,605.82
O002030,348,2024-04-02,Online,178.42
O002031,222,2024-02-14,Fuerza Comercial,436.59
O002032,1120,2025-07-18,Online,243.73
O002033,622,2024-10-27,Fuerza Comercial,562.74
O002034,1116,2025-02-04,Partners,696.74
O002035,584,2024-12-16,Fuerza Comercial,324.4
O002036,120,2025-05-08,Online,374.64
O002037,1024,2024-05-28,Fuerza Comercial,393.07
O002038,544,2024-12-21,Online,885.26
O002039,626,2025-11-06,Fuerza Comercial,190.14
O002040,1187,2025-09-08,Fuerza Comercial,892.04
O002041,17,2025-07-09,Online,585.4
O002042,275,2025-02-20,Online,876.11
O002043,963,2024-08-25,Fuerza Comercial,557.83
O002044,988,2025-01-16,Fuerza Comercial,488.2
O002045,270,2025-01-22,Fuerza Comercial,523.38
O002046,1060,2024-01-02,Online,1136.17
O002047,265,2025-04-26,Online,558.22
O002048,1132,2024-11-30,Fuerza Comercial,780.37
O002049,510,2025-08-26,Online,248.46
O002050,556,2025-05-30,Online,228.96
O002051,39,2025-10-23,Online,435.77
O002052,532,2024-09-15,Fuerza Comercial,447.88
O002053,195,2025-04-16,Partners,159.25
O002054,880,2025-05-13,Online,294.9
O002055,703,2024-08-08,Fuerza Comercial,462.57
O002056,4,2025-04-19,Online,614.04
O002057,560,2024-01-11,Fuerza Comercial,555.48
O002058,757,2025-11-29,Fuerza Comercial,297.63
O002059,503,2025-02-26,Partners,211.28
O002060,207,2025-05-13,Fuerza Comercial,686.12
O002061,722,2025-10-23,Fuerza Comercial,348.36
O002062,929,2024-07-23,Fuerza Comercial,117.71
O002063,751,2025-10-20,Partners,771.4
O002064,1065,2024-02-14,Online,372.61
O002065,1157,2024-09-29,Fuerza Comercial,573.59
O002066,1071,2024-10-28,Fuerza Comercial,882.97
O002067,1007,2025-11-27,Online,459.32
O002068,422,2024-01-27,Fuerza Comercial,642.33
O002069,490,2024-01-23,Partners,482.48
O002070,138,2025-04-13,Fuerza Comercial,318.99
O002071,771,2025-09-09,Online,568.05
O002072,314,2025-11-08,Online,427.68
O002073,397,2024-03-16,Partners,398.52
O002074,4,2025-11-07,Fuerza Comercial,588.09
O002075,1183,2024-11-07,Partners,776.43
O002076,374,2024-12-02,Fuerza Comercial,401.84
O002077,371,2025-11-12,Online,653.46
O002078,787,2024-02-12,Online,329.26
O002079,978,2025-09-30,Online,616.35
O002080,567,2025-11-12,Fuerza Comercial,509.78
O002081,965,2024-07-10,Online,477.16
O002082,89,2025-01-26,Online,143.59
O002083,181,2024-11-23,Fuerza Comercial,255.24
O002084,420,2025-03-13,Online,555.66
O002085,91,2024-09-24,Online,273.32
O002086,157,2025-03-27,Online,542.07
O002087,35,2024-08-18,Fuerza Comercial,269.24
O002088,600,2024-01-08,Fuerza Comercial,434.36
O002089,1028,2024-06-10,Online,365.56
O002090,143,2025-07-18,Partners,380.44
O002091,360,2024-09-20,Online,651.36
O002092,851,2025-05-16,Fuerza Comercial,386.53
O002093,250,2024-08-07,Partners,451.2
O002094,171,2025-03-26,Online,236.81
O002095,1174,2025-06-28,Online,413.55
O002096,198,2024-12-18,Fuerza Comercial,693.47
O002097,441,2024-06-15,Fuerza Comercial,957.15
O002098,651,2025-07-02,Partners,472.38
O002099,17,2024-05-20,Online,1180.1
O002100,868,2025-08-05,Online,164.74
O002101,651,2024-12-17,Partners,848.54
O002102,55,2024-10-02,Online,526.85
O002103,218,2025-03-27,Online,248.13
O002104,864,2025-07-14,Fuerza Comercial,376.31
O002105,912,2025-08-05,Online,238.91
O002106,697,2024-07-11,Fuerza Comercial,867.72
O002107,1143,2025-05-09,Online,507.95
O002108,391,2025-12-15,Online,313.15
O002109,1171,2025-09-12,Partners,798.37
O002110,473,2025-12-12,Online,170.13
O002111,1053,2024-03-13,Online,892.04
O002112,838,2025-01-07,Fuerza Comercial,220.31
O002113,271,2024-07-29,Fuerza Comercial,846.91
O002114,956,2025-11-24,Partners,723.28
O002115,390,2025-10-05,Online,371.62
O002116,953,2025-03-27,Online,161.56
O002117,423,2025-12-24,Fuerza Comercial,579.8
O002118,580,2024-06-05,Online,1010.2
O002119,1180,2024-06-12,Online,228.01
O002120,958,2024-02-04,Online,255.38
O002121,874,2024-03-22,Online,512.03
O002122,633,2024-07-24,Fuerza Comercial,296.26
O002123,1003,2025-10-11,Online,705.99
O002124,1039,2025-03-30,Fuerza Comercial,113.48
O002125,120,2025-10-11,Fuerza Comercial,671.7
O002126,465,2025-08-14,Partners,709.53
O002127,385,2024-07-30,Partners,349.62
O002128,1101,2025-10-09,Online,295.06
O002129,4,2025-08-15,Fuerza Comercial,795.66
O002130,808,2025-06-06,Online,104.17
O002131,236,2025-08-11,Fuerza Comercial,272.1
O002132,1151,2024-11-21,Fuerza Comercial,220.37
O002133,28,2025-11-17,Fuerza Comercial,281.83
O002134,116,2025-03-23,Fuerza Comercial,559.85
O002135,882,2024-08-31,Online,248.1
O002136,826,2024-03-27,Fuerza Comercial,361.35
O002137,1032,2024-08-09,Fuerza Comercial,630.24
O002138,1034,2024-10-30,Online,280.82
O002139,671,2024-12-20,Online,320.27
O002140,207,2025-02-16,Fuerza Comercial,839.58
O002141,202,2024-11-06,Online,475.47
O002142,871,2024-08-15,Online,126.32
O002143,608,2024-02-20,Online,392.51
O002144,318,2024-12-11,Fuerza Comercial,628.77
O002145,354,2024-09-06,Fuerza Comercial,195.59
O002146,187,2024-06-22,Partners,1012.1
O002147,624,2024-11-05,Fuerza Comercial,332.02
O002148,545,2025-06-07,Fuerza Comercial,711.81
O002149,17,2024-04-03,Online,169.66
O002150,832,2025-12-10,Online,574.59
O002151,309,2025-05-22,Online,302.58
O002152,915,2025-05-21,Fuerza Comercial,250.87
O002153,450,2025-01-05,Partners,982.9
O002154,259,2025-12-09,Fuerza Comercial,484.21
O002155,884,2024-05-14,Online,400.41
O002156,863,2024-06-22,Online,630.44
O002157,842,2024-01-03,Partners,765.21
O002158,1053,2025-03-23,Online,741.08
O002159,490,2024-10-21,Partners,652.56
O002160,1172,2025-08-30,Online,276.88
O002161,794,2024-01-19,Online,238.91
O002162,1102,2024-11-26,Fuerza Comercial,
O002163,572,2024-03-07,Online,
O002164,144,2025-09-10,Fuerza Comercial,436.79
O002165,785,2025-10-21,Online,231.84
O002166,1082,2025-02-17,Fuerza Comercial,195.14
O002167,295,2025-02-20,Online,543.51
O002168,892,2025-12-27,Fuerza Comercial,839.81
O002169,690,2024-12-10,Fuerza Comercial,604.16
O002170,917,2024-05-15,Fuerza Comercial,535.04
O002171,824,2025-09-26,Online,322.33
O002172,454,2025-01-02,Partners,428.7
O002173,1182,2025-12-26,Fuerza Comercial,252.76
O002174,685,2024-08-28,Online,554.48
O002175,240,2025-05-02,Fuerza Comercial,663.79
O002176,987,2024-11-13,Online,197.44
O002177,604,2024-09-01,Online,273.67
O002178,689,2024-03-29,Online,517.99
O002179,1147,2024-02-19,Online,506.22
O002180,304,2024-03-03,Partners,759.97
O002181,1077,2025-03-25,Online,507.94
O002182,650,2024-11-03,Online,330.56
O002183,284,2025-08-05,Fuerza Comercial,850.63
O002184,229,2025-08-09,Online,330.02
O002185,110,2025-01-03,Fuerza Comercial,346.54
O002186,625,2024-05-11,Online,177.93
O002187,600,2025-06-05,Fuerza Comercial,485.49
O002188,952,2024-02-26,Fuerza Comercial,520.37
O002189,132,2025-09-22,Online,70.18
O002190,1103,2025-07-03,Online,598.46
O002191,826,2024-02-02,Fuerza Comercial,1030.69
O002192,595,2024-05-10,Online,415.65
O002193,431,2025-01-28,Fuerza Comercial,516.04
O002194,1107,2024-12-02,Online,740.14
O002195,16,2024-04-19,Online,743.58
O002196,1176,2025-07-02,Online,398.01
O002197,793,2025-05-13,Fuerza Comercial,291.1
O002198,1130,2024-01-30,Fuerza Comercial,464.88
O002199,280,2024-01-23,Online,362.49
O002200,866,2025-12-04,Fuerza Comercial,401.28
O002201,366,2025-08-19,Online,343.2
O002202,550,2024-08-06,Fuerza Comercial,529.79
O002203,524,2025-07-27,Fuerza Comercial,417.6
O002204,294,2025-03-31,Partners,314.5
O002205,172,2025-08-31,Fuerza Comercial,342.47
O002206,1061,2024-10-26,Online,830.81
O002207,627,2025-11-16,Fuerza Comercial,380.23
O002208,253,2025-02-14,Online,765.58
O002209,623,2025-09-20,Online,729.24
O002210,1016,2024-12-20,Online,637.85
O002211,634,2025-02-25,Fuerza Comercial,489.79
O002212,348,2024-05-09,Online,698.35
O002213,778,2025-12-23,Fuerza Comercial,569.68
O002214,874,2025-04-20,Online,845.01
O002215,815,2025-01-25,Online,856.25
O002216,1171,2024-03-23,Fuerza Comercial,672.33
O002217,764,2025-02-07,Online,545.67
O002218,989,2025-10-14,Online,611.57
O002219,672,2024-04-25,Online,389.1
O002220,753,2025-04-19,Fuerza Comercial,327.4
O002221,954,2024-04-03,Online,374.27
O002222,229,2025-09-10,Online,1015.14
O002223,257,2024-05-14,Fuerza Comercial,444.12
O002224,67,2025-08-26,Online,441.33
O002225,697,2025-11-24,Fuerza Comercial,95.05
O002226,442,2025-06-10,Fuerza Comercial,368.98
O002227,740,2024-04-01,Partners,327.49
O002228,72,2025-03-15,Online,582.45
O002229,531,2025-09-23,Online,958.72
O002230,312,2025-10-25,Online,242.56
O002231,995,2025-09-12,Online,347.14
O002232,1033,2024-12-26,Online,267.15
O002233,986,2025-06-24,Online,889.35
O002234,185,2025-10-29,Fuerza Comercial,473.99
O002235,1027,2024-12-11,Fuerza Comercial,364.98
O002236,827,2024-05-31,Online,892.39
O002237,1045,2024-01-29,Fuerza Comercial,373.79
O002238,331,2024-01-11,Online,662.7
O002239,861,2025-08-09,Fuerza Comercial,596.06
O002240,840,2025-05-26,Online,749.94
O002241,1088,2024-08-26,Fuerza Comercial,464.46
O002242,600,2025-07-08,Partners,176.76
O002243,964,2025-10-19,Fuerza Comercial,1188.96
O002244,432,2024-10-25,Fuerza Comercial,620.59
O002245,851,2024-05-04,Fuerza Comercial,326.32
O002246,267,2025-03-05,Online,406.77
O002247,1053,2024-05-28,Fuerza Comercial,
O002248,811,2025-04-20,Fuerza Comercial,158.12
O002249,165,2025-04-25,Online,749.59
O002250,1064,2024-07-14,Online,390.26
O002251,1065,2025-11-27,Online,331.85
O002252,17,2024-08-08,Fuerza Comercial,235.38
O002253,395,2024-03-09,Partners,729.78
O002254,566,2024-12-05,Online,459.29
O002255,796,2025-07-13,Fuerza Comercial,928.6
O002256,1023,2025-02-23,Online,46.44
O002257,1134,2025-08-14,Online,468.64
O002258,1,2024-01-01,Online,641.33
O002259,258,2025-01-02,Partners,1041.48
O002260,872,2025-10-19,Partners,219.5
O002261,1186,2025-04-14,Online,219.03
O002262,256,2025-06-08,Online,1031.35
O002263,177,2025-02-10,Fuerza Comercial,505.16
O002264,1181,2025-03-06,Partners,498.64
O002265,435,2025-09-16,Online,394.52
O002266,1115,2024-06-04,Fuerza Comercial,344.06
O002267,675,2024-05-13,Fuerza Comercial,250.52
O002268,1172,2024-10-16,Fuerza Comercial,204.85
O002269,464,2024-04-27,Online,808.43
O002270,225,2024-12-12,Online,278.32
O002271,363,2025-06-09,Fuerza Comercial,709.1
O002272,454,2024-12-22,Online,366.18
O002273,1179,2025-09-09,Partners,485.12
O002274,578,2025-12-31,Online,822.28
O002275,471,2024-09-18,Fuerza Comercial,573.36
O002276,788,2024-09-06,Fuerza Comercial,420.83
O002277,745,2025-03-22,Fuerza Comercial,327.52
O002278,506,2025-02-20,Online,620.84
O002279,425,2024-03-11,Online,109.58
O002280,1148,2025-07-13,Online,444.35
O002281,27,2025-11-27,Online,381.0
O002282,1045,2024-11-20,Partners,263.05
O002283,329,2025-02-04,Online,340.51
O002284,905,2025-05-04,Fuerza Comercial,318.92
O002285,1023,2024-03-02,Online,499.61
O002286,777,2025-08-02,Online,362.76
O002287,1160,2024-04-04,Online,325.6
O002288,1172,2025-01-03,Fuerza Comercial,298.12
O002289,433,2025-09-27,Online,642.45
O002290,553,2024-08-06,Fuerza Comercial,395.8
O002291,1139,2025-09-05,Fuerza Comercial,862.81
O002292,705,2025-09-28,Online,306.73
O002293,351,2025-05-30,Online,497.52
O002294,764,2025-05-12,Fuerza Comercial,201.63
O002295,38,2025-06-12,Fuerza Comercial,182.81
O002296,185,2024-04-08,Fuerza Comercial,339.92
O002297,410,2025-12-25,Online,441.32
O002298,14,2025-05-17,Fuerza Comercial,513.62
O002299,1103,2024-04-11,Online,477.06
O002300,183,2025-04-03,Partners,1008.38
O002301,1107,2024-06-10,Fuerza Comercial,518.01
O002302,442,2024-11-01,Online,285.6
O002303,720,2025-02-02,Fuerza Comercial,590.97
O002304,112,2025-03-27,Online,472.9
O002305,643,2024-10-18,Online,406.7
O002306,476,2024-02-05,Fuerza Comercial,364.14
O002307,585,2025-03-02,Online,437.21
O002308,260,2024-02-08,Online,589.96
O002309,1167,2025-02-22,Fuerza Comercial,324.11
O002310,270,2025-09-19,Online,687.73
O002311,177,2024-01-21,Online,582.91
O002312,1123,2025-07-12,Online,459.8
O002313,648,2024-06-30,Fuerza Comercial,653.59
O002314,134,2025-04-13,Partners,464.29
O002315,270,2025-12-03,Online,487.95
O002316,818,2024-09-14,Online,364.19
O002317,1026,2024-06-02,Online,297.44
O002318,765,2025-12-26,Online,302.73
O002319,283,2024-03-06,Fuerza Comercial,535.73
O002320,285,2025-02-22,Fuerza Comercial,212.47
O002321,570,2024-01-21,Online,435.38
O002322,573,2025-03-14,Fuerza Comercial,381.22
O002323,900,2025-09-13,Online,413.19
O002324,111,2024-06-14,Fuerza Comercial,302.28
O002325,1021,2024-07-26,Fuerza Comercial,498.65
O002326,237,2025-07-09,Partners,701.06
O002327,282,2025-02-08,Fuerza Comercial,421.25
O002328,291,2024-08-28,Fuerza Comercial,630.88
O002329,598,2024-06-22,Fuerza Comercial,624.69
O002330,525,2025-11-28,Online,979.99
O002331,280,2025-05-30,Online,642.84
O002332,357,2024-02-15,Fuerza Comercial,891.35
O002333,894,2025-11-04,Partners,292.78
O002334,56,2024-02-01,Online,214.57
O002335,822,2025-04-03,Fuerza Comercial,277.1
O002336,241,2024-06-26,Online,139.61
O002337,550,2024-05-27,Online,1062.56
O002338,297,2025-06-22,Online,426.72
O002339,309,2025-02-04,Online,418.85
O002340,590,2025-10-19,Fuerza Comercial,435.74
