orden_id,metodo_pago,estado_pago,fecha_pago
O001742,Tarjeta,Pagado,2024-06-18
O001743,Transferencia,Pendiente,2024-03-30
O001744,Transferencia,Pagado,2024-07-17
O001745,Transferencia,Pendiente,2025-06-17
O001746,Efectivo,Pagado,2024-01-22
O001747,Tarjeta,Pagado,2025-09-26
O001748,Transferencia,Pendiente,2026-01-01
O001749,Transferencia,Pagado,2024-12-22
O001750,Transferencia,Pagado,2024-09-07
O001751,Tarjeta,Pagado,2025-02-07
O001752,Transferencia,Pagado,2024-09-15
O001753,PSE,Pagado,2024-05-15
O001754,Transferencia,Pagado,2025-01-28
O001755,Tarjeta,Pagado,2025-07-12
O001756,Tarjeta,Pagado,2025-07-02
O001757,Tarjeta,Pagado,2024-12-20
O001758,Transferencia,Pagado,2025-11-05
O001759,Tarjeta,Pendiente,2025-12-21
O001760,PSE,Pagado,2025-04-25
O001761,Tarjeta,Pagado,2025-10-03
O001762,Efectivo,Pagado,2025-10-12
O001763,Tarjeta,Pagado,2024-06-28
O001764,Tarjeta,Pagado,2025-05-05
O001765,PSE,Pagado,2024-01-12
O001766,Tarjeta,Pagado,2024-11-15
O001767,PSE,Pagado,2024-02-28
O001768,Transferencia,Pendiente,2025-08-20
O001769,Tarjeta,Pagado,2024-04-26
O001770,Transferencia,Pendiente,2025-02-27
O001771,Tarjeta,Pagado,2025-12-18
O001772,Tarjeta,Pagado,2024-07-14
O001773,Tarjeta,Pendiente,2025-02-16
O001774,Tarjeta,Pagado,2025-09-30
O001775,Transferencia,Pagado,2024-10-14
O001776,Tarjeta,Pagado,2024-08-21
O001777,PSE,Pagado,2025-11-23
O001778,PSE,Rechazado,2024-01-30
O001779,PSE,Pagado,2025-02-25
O001780,Tarjeta,Pagado,2024-11-04
O001781,Tarjeta,Pagado,2025-01-10
O001782,Tarjeta,Pagado,2024-04-09
O001783,Tarjeta,Pendiente,2025-12-08
O001784,Tarjeta,Pendiente,2025-09-19
O001785,PSE,Pagado,2025-09-30
O001786,Transferencia,Pagado,2025-01-22
O001787,Tarjeta,Pagado,2024-10-13
O001788,PSE,Pagado,2024-10-15
O001789,Tarjeta,Pagado,2025-07-02
O001790,PSE,Pendiente,2025-09-01
O001791,Tarjeta,Pagado,2025-05-17
O001792,Transferencia,Pagado,2024-06-17
O001793,Tarjeta,Pagado,2024-04-08
O001794,Transferencia,Pagado,2024-02-22
O001795,Efectivo,Pagado,2024-02-03
O001796,Tarjeta,Pagado,2024-08-27
O001797,Transferencia,Pagado,2025-04-18
O001798,PSE,Pagado,2024-01-13
O001799,Efectivo,Pagado,2024-07-18
O001800,PSE,Pagado,2024-07-22
O001801,Tarjeta,Pagado,2025-08-22
O001802,Tarjeta,Pagado,2025-06-14
O001803,PSE,Pagado,2024-06-03
O001804,Efectivo,Pagado,2024-09-15
O001805,Tarjeta,Pagado,2025-12-20
O001806,Efectivo,Pagado,2025-02-11
O001807,Tarjeta,Pagado,2025-11-20
O001808,Tarjeta,Pagado,2025-02-07
O001809,Tarjeta,Pagado,2025-05-08
O001810,Efectivo,Pagado,2025-07-28
O001811,Transferencia,Pagado,2025-03-11
O001812,Tarjeta,Pagado,2024-09-17
O001813,Transferencia,Pagado,2024-05-28
O001814,Tarjeta,Pagado,2024-06-24
O001815,Transferencia,Pagado,2025-12-21
O001816,Transferencia,Pagado,2025-07-16
O001817,Transferencia,Pagado,2025-03-01
O001818,Tarjeta,Pagado,2025-04-25
O001819,PSE,Pagado,2024-12-22
O001820,Tarjeta,Pagado,2025-07-28
O001821,Tarjeta,Pendiente,2024-11-09
O001822,Tarjeta,Pagado,2024-06-04
O001823,Efectivo,Pagado,2024-07-29
O001824,Tarjeta,Pagado,2024-01-11
O001825,Tarjeta,Pagado,2024-01-10
O001826,PSE,Pendiente,2024-09-15
O001827,PSE,Pagado,2024-02-28
O001828,Efectivo,Pagado,2024-05-09
O001829,Transferencia,Pendiente,2025-08-25
O001830,Transferencia,Pagado,2024-02-10
O001831,Tarjeta,Pagado,2025-09-27
O001832,Transferencia,Pagado,2025-09-17
O001833,Tarjeta,Pagado,2025-08-05
O001834,Transferencia,Pagado,2024-05-20
O001835,PSE,Pagado,2024-06-21
O001836,Tarjeta,Pagado,2024-01-17
O001837,Tarjeta,Pagado,2024-06-27
O001838,Transferencia,Pendiente,2024-07-21
O001839,Tarjeta,Pagado,2024-10-12
O001840,PSE,Pagado,2025-03-11
O001841,PSE,Pendiente,2024-09-30
O001842,Transferencia,Pendiente,2025-01-11
O001843,Transferencia,Pagado,2025-08-23
O001844,Transferencia,Pagado,2024-09-03
O001845,Tarjeta,Pendiente,2024-05-17
O001846,Tarjeta,Pagado,2024-12-13
O001847,PSE,Pagado,2024-05-20
O001848,Tarjeta,Pagado,2024-09-16
O001849,Transferencia,Pagado,2025-12-19
O001850,Transferencia,Pagado,2025-02-13
O001851,Efectivo,Pagado,2024-07-19
O001852,Efectivo,Pendiente,2024-05-17
O001853,Tarjeta,Pagado,2025-11-10
O001854,PSE,Pagado,2025-10-02
O001855,Tarjeta,Pagado,2024-05-17
O001856,Transferencia,Pagado,2024-04-20
O001857,Tarjeta,Pagado,2025-03-24
O001858,Efectivo,Pendiente,2024-08-16
O001859,PSE,Pagado,2024-06-08
O001860,Tarjeta,Pagado,2024-06-26
O001861,Tarjeta,Pagado,2024-06-27
O001862,Tarjeta,Pagado,2025-01-08
O001863,Tarjeta,Pagado,2024-11-16
O001864,Tarjeta,Pagado,2025-08-30
O001865,PSE,Pagado,2024-07-10
O001866,Transferencia,Pagado,2024-05-07
O001867,Tarjeta,Pagado,2024-03-31
O001868,Tarjeta,Pagado,2024-08-11
O001869,PSE,Pagado,2024-06-25
O001870,PSE,Pagado,2024-05-23
O001871,PSE,Pagado,2025-03-22
O001872,Transferencia,Pagado,2024-08-17
O001873,Transferencia,Pagado,2025-11-16
O001874,Transferencia,Pagado,2024-08-08
O001875,PSE,Pagado,2024-12-09
O001876,PSE,Pagado,2025-01-07
O001877,Tarjeta,Pendiente,2025-08-28
O001878,Tarjeta,Pagado,2024-07-12
O001879,Transferencia,Pagado,2024-05-12
O001880,Tarjeta,Pagado,2025-04-04
O001881,Tarjeta,Pagado,2025-02-18
O001882,Tarjeta,Pendiente,2025-07-09
O001883,PSE,Pagado,2024-10-30
O001884,Efectivo,Pagado,2024-01-25
O001885,Tarjeta,Pagado,2025-12-22
O001886,Transferencia,Pendiente,2025-01-27
O001887,Tarjeta,Pagado,2025-05-15
O001888,PSE,Pagado,2025-07-12
O001889,PSE,Pagado,2025-03-01
O001890,Tarjeta,Pagado,2024-02-05
O001891,Tarjeta,Pagado,2024-05-21
O001892,Tarjeta,Pagado,2025-05-30
O001893,Transferencia,Pagado,2025-11-12
O001894,PSE,Pagado,2024-07-27
O001895,Efectivo,Pagado,2025-07-22
O001896,Tarjeta,Pagado,2024-09-26
O001897,Efectivo,Pagado,2025-11-26
O001898,Tarjeta,Pagado,2024-09-05
O001899,Tarjeta,Pagado,2024-09-07
O001900,Transferencia,Pagado,2024-09-03
O001901,Tarjeta,Pagado,2025-06-15
O001902,Efectivo,Pagado,2025-10-27
O001903,Tarjeta,Pagado,2025-03-25
O001904,Transferencia,Pagado,2025-05-06
O001905,Transferencia,Pagado,2025-06-18
O001906,Tarjeta,Pagado,2024-11-08
O001907,Efectivo,Pendiente,2025-05-16
O001908,Transferencia,Pagado,2024-04-26
O001909,Transferencia,Pagado,2024-02-21
O001910,Transferencia,Pagado,2025-10-22
O001911,Tarjeta,Pagado,2025-12-02
O001912,Transferencia,Pagado,2024-05-17
O001913,Transferencia,Pagado,2024-12-04
O001914,Transferencia,Pagado,2025-08-17
O001915,Tarjeta,Pagado,2025-10-09
O001916,Transferencia,Pagado,2024-01-27
O001917,Transferencia,Pagado,2025-12-27
O001918,Tarjeta,Pagado,2024-11-10
O001919,Transferencia,Pagado,2025-02-14
O001920,Tarjeta,Pagado,2024-03-27
O001921,Tarjeta,Pagado,2024-06-15
O001922,Tarjeta,Pagado,2024-03-07
O001923,PSE,Rechazado,2025-09-25
O001924,Efectivo,Pagado,2025-03-30
O001925,Tarjeta,Pagado,2025-05-17
O001926,Transferencia,Pagado,2025-11-06
O001927,Tarjeta,Pendiente,2025-07-23
O001928,Efectivo,Pagado,2024-09-05
O001929,Efectivo,Pagado,2024-12-31
O001930,Transferencia,Pagado,2024-10-10
O001931,Tarjeta,Pagado,2024-07-21
O001932,Tarjeta,Pagado,2025-05-19
O001933,Tarjeta,Pagado,2025-07-28
O001934,PSE,Pendiente,2024-03-13
O001935,Efectivo,Pagado,2025-01-24
O001936,Efectivo,Pagado,2025-06-24
O001937,PSE,Pagado,2024-04-10
O001938,Tarjeta,Pagado,2024-12-13
O001939,Transferencia,Pendiente,2024-10-22
O001940,Transferencia,Pagado,2025-04-15
O001941,Tarjeta,Pagado,2024-05-02
O001942,PSE,Pagado,2024-01-19
O001943,Transferencia,Pagado,2025-12-09
O001944,PSE,Pagado,2025-11-25
O001945,PSE,Pagado,2024-01-21
O001946,Tarjeta,Pagado,2024-02-01
O001947,Transferencia,Pendiente,2024-02-02
O001948,PSE,Pagado,2025-03-21
O001949,PSE,Pagado,2025-02-05
O001950,Tarjeta,Pagado,2024-04-30
O001951,PSE,Pagado,2025-02-27
O001952,Transferencia,Pendiente,2024-11-01
O001953,Transferencia,Pagado,2024-01-09
O001954,Transferencia,Pagado,2024-03-31
O001955,Tarjeta,Pagado,2025-01-07
O001956,Tarjeta,Pagado,2025-09-10
O001957,PSE,Pendiente,2025-02-24
O001958,Tarjeta,Pagado,2024-03-08
O001959,Tarjeta,Pagado,2025-12-16
O001960,Tarjeta,Pagado,2024-06-02
O001961,Tarjeta,Pagado,2024-11-05
O001962,PSE,Pagado,2025-07-13
O001963,Transferencia,Pagado,2025-06-27
O001964,Tarjeta,Pagado,2025-07-23
O001965,Transferencia,Pendiente,2024-06-02
O001966,Transferencia,Pendiente,2024-08-23
O001967,Transferencia,Pagado,2025-05-06
O001968,Transferencia,Pagado,2024-02-21
O001969,Efectivo,Pagado,2025-07-03
O001970,Tarjeta,Pagado,2025-11-20
O001971,Transferencia,Rechazado,2025-10-16
O001972,Tarjeta,Pendiente,2024-10-07
O001973,Efectivo,Pagado,2025-03-27
O001974,Transferencia,Pagado,2024-03-06
O001975,Transferencia,Pagado,2024-08-19
O001976,Tarjeta,Pagado,2025-12-12
O001977,Efectivo,Pagado,2025-05-25
O001978,PSE,Pagado,2025-06-09
O001979,Tarjeta,Pagado,2025-11-02
O001980,Transferencia,Pendiente,2025-03-05
O001981,Transferencia,Pendiente,2025-06-23
O001982,Efectivo,Pagado,2025-02-19
O001983,Tarjeta,Pagado,2025-08-23
O001984,Tarjeta,Pagado,2025-03-01
O001985,Transferencia,Pagado,2025-06-25
O001986,Tarjeta,Pagado,2025-03-01
O001987,Efectivo,Pagado,2025-04-04
O001988,PSE,Pagado,2024-05-12
O001989,Efectivo,Pagado,2024-05-20
O001990,Transferencia,Pendiente,2024-07-17
O001991,Tarjeta,Pagado,2025-06-27
O001992,Transferencia,Pagado,2024-09-05
O001993,Tarjeta,Pagado,2024-09-26
O001994,Tarjeta,Pendiente,2025-01-20
O001995,Tarjeta,Pagado,2025-05-24
O001996,Tarjeta,Pagado,2024-04-25
O001997,PSE,Pagado,2025-04-26
O001998,Tarjeta,Pagado,2025-12-27
O001999,Transferencia,Pagado,2024-11-29
O002000,Tarjeta,Pagado,2024-12-16
O002001,Transferencia,Pagado,2025-02-18
O002002,Tarjeta,Pagado,2024-10-13
O002003,Tarjeta,Pagado,2025-07-12
O002004,Tarjeta,Pagado,2025-03-17
O002005,Transferencia,Pagado,2025-12-29
O002006,Tarjeta,Pagado,2024-02-13
O002007,Transferencia,Pagado,2024-02-13
O002008,Tarjeta,Pagado,2024-06-15
O002009,Tarjeta,Pagado,2025-06-03
O002010,Transferencia,Pagado,2024-09-07
O002011,Tarjeta,Pagado,2024-11-18
O002012,Efectivo,Pagado,2024-07-10
O002013,Tarjeta,Pagado,2024-12-11
O002014,Tarjeta,Pagado,2025-06-04
O002015,Tarjeta,Pagado,2024-04-03
O002016,Tarjeta,Pagado,2025-09-26
O002017,Tarjeta,Pagado,2024-11-19
O002018,Transferencia,Pagado,2024-05-12
O002019,Tarjeta,Pagado,2024-07-16
O002020,Tarjeta,Pagado,2025-09-25
O002021,PSE,Pagado,2025-07-13
O002022,PSE,Pagado,2025-11-09
O002023,Tarjeta,Pagado,2025-03-01
O002024,Efectivo,Pagado,2025-02-13
O002025,Tarjeta,Pagado,2025-05-24
O002026,PSE,Pagado,2024-03-08
O002027,Tarjeta,Pagado,2024-09-04
O002028,Transferencia,Pagado,2024-09-24
O002029,Tarjeta,Pagado,2025-11-09
O002030,Transferencia,Pagado,2024-04-09
O002031,Tarjeta,Pagado,2024-02-22
O002032,Transferencia,Pagado,2025-07-21
O002033,Tarjeta,Pagado,2024-11-01
O002034,Tarjeta,Pagado,2025-02-12
O002035,Transferencia,Pagado,2024-12-24
O002036,Tarjeta,Rechazado,2025-05-12
O002037,Tarjeta,Pagado,2024-06-01
O002038,Tarjeta,Pagado,2024-12-23
O002039,Tarjeta,Pagado,2025-11-11
O002040,Transferencia,Pagado,2025-09-14
O002041,Tarjeta,Pagado,2025-07-15
O002042,Tarjeta,Pagado,2025-02-25
O002043,Efectivo,Pagado,2024-09-03
O002044,Tarjeta,Pagado,2025-01-20
O002045,Tarjeta,Pagado,2025-01-27
O002046,Tarjeta,Pagado,2024-01-10
O002047,PSE,Pagado,2025-04-29
O002048,Tarjeta,Pagado,2024-12-06
O002049,Transferencia,Pagado,2025-09-03
O002050,Transferencia,Pendiente,2025-06-02
O002051,PSE,Pagado,2025-10-31
O002052,Tarjeta,Pagado,2024-09-21
O002053,Tarjeta,Pagado,2025-04-16
O002054,PSE,Pagado,2025-05-15
O002055,PSE,Pagado,2024-08-08
O002056,Tarjeta,Pagado,2025-04-28
O002057,PSE,Pagado,2024-01-16
O002058,Tarjeta,Pagado,2025-12-01
O002059,Transferencia,Pagado,2025-02-26
O002060,Transferencia,Rechazado,2025-05-19
O002061,PSE,Pagado,2025-10-31
O002062,Transferencia,Pagado,2024-07-28
O002063,Tarjeta,Pagado,2025-10-25
O002064,Tarjeta,Pendiente,2024-02-14
O002065,Transferencia,Pagado,2024-10-04
O002066,Transferencia,Pagado,2024-11-02
O002067,Tarjeta,Pagado,2025-11-27
O002068,PSE,Pagado,2024-02-01
O002069,Transferencia,Pagado,2024-01-28
O002070,Tarjeta,Pagado,2025-04-19
O002071,PSE,Pagado,2025-09-15
O002072,Tarjeta,Pagado,2025-11-12
O002073,Transferencia,Pagado,2024-03-17
O002074,PSE,Pagado,2025-11-14
O002075,Tarjeta,Pagado,2024-11-08
O002076,Tarjeta,Pagado,2024-12-07
O002077,Efectivo,Pagado,2025-11-20
O002078,Efectivo,Pagado,2024-02-16
O002079,PSE,Pagado,2025-10-09
O002080,Transferencia,Pagado,2025-11-15
O002081,Tarjeta,Pagado,2024-07-11
O002082,Transferencia,Pagado,2025-01-27
O002083,PSE,Pendiente,2024-11-25
O002084,Tarjeta,Pagado,2025-03-17
O002085,Transferencia,Pagado,2024-09-28
O002086,PSE,Pagado,2025-04-04
O002087,Tarjeta,Pagado,2024-08-18
O002088,Tarjeta,Pagado,2024-01-14
O002089,Tarjeta,Pendiente,2024-06-10
O002090,Tarjeta,Pagado,2025-07-26
O002091,Tarjeta,Pagado,2024-09-21
O002092,Transferencia,Pagado,2025-05-20
O002093,Tarjeta,Pagado,2024-08-08
O002094,PSE,Pagado,2025-03-30
O002095,PSE,Pagado,2025-07-06
O002096,Transferencia,Pagado,2024-12-23
O002097,Tarjeta,Pagado,2024-06-15
O002098,Tarjeta,Pagado,2025-07-06
O002099,Tarjeta,Pagado,2024-05-20
O002100,Transferencia,Pagado,2025-08-12
O002101,Tarjeta,Pagado,2024-12-26
O002102,Tarjeta,Pagado,2024-10-04
O002103,Transferencia,Pagado,2025-04-03
O002104,Efectivo,Pagado,2025-07-14
O002105,Tarjeta,Pagado,2025-08-11
O002106,PSE,Rechazado,2024-07-14
O002107,Tarjeta,Pagado,2025-05-11
O002108,Transferencia,Pagado,2025-12-19
O002109,Tarjeta,Pagado,2025-09-12
O002110,Transferencia,Pagado,2025-12-20
O002111,Tarjeta,Pagado,2024-03-19
O002112,Efectivo,Pagado,2025-01-10
O002113,Tarjeta,Pagado,2024-07-31
O002114,PSE,Pagado,2025-11-30
O002115,Transferencia,Pagado,2025-10-10
O002116,Transferencia,Pendiente,2025-04-04
O002117,Efectivo,Pendiente,2025-12-26
O002118,PSE,Pendiente,2024-06-12
O002119,PSE,Pagado,2024-06-15
O002120,PSE,Pagado,2024-02-13
O002121,Efectivo,Pagado,2024-03-31
O002122,Tarjeta,Pagado,2024-07-27
O002123,Efectivo,Pagado,2025-10-19
O002124,Tarjeta,Pagado,2025-04-03
O002125,Tarjeta,Pagado,2025-10-18
O002126,Tarjeta,Pendiente,2025-08-17
O002127,Transferencia,Pagado,2024-07-30
O002128,Tarjeta,Pagado,2025-10-15
O002129,Tarjeta,Pagado,2025-08-21
O002130,PSE,Pagado,2025-06-09
O002131,Transferencia,Pagado,2025-08-15
O002132,Tarjeta,Pagado,2024-11-23
O002133,Transferencia,Pagado,2025-11-24
O002134,PSE,Pagado,2025-03-31
O002135,PSE,Pagado,2024-09-06
O002136,Transferencia,Pagado,2024-03-31
O002137,Tarjeta,Pagado,2024-08-10
O002138,Efectivo,Pagado,2024-11-07
O002139,Tarjeta,Pagado,2024-12-24
O002140,Tarjeta,Pendiente,2025-02-19
O002141,Transferencia,Pagado,2024-11-10
O002142,Tarjeta,Pagado,2024-08-20
O002143,Transferencia,Pagado,2024-02-24
O002144,Tarjeta,Pagado,2024-12-16
O002145,Tarjeta,Pagado,2024-09-11
O002146,Tarjeta,Pagado,2024-06-23
O002147,Transferencia,Pagado,2024-11-14
O002148,Tarjeta,Pagado,2025-06-10
O002149,Efectivo,Pagado,2024-04-03
O002150,Tarjeta,Pagado,2025-12-12
O002151,PSE,Pagado,2025-05-30
O002152,PSE,Pagado,2025-05-24
O002153,Tarjeta,Pagado,2025-01-12
O002154,Tarjeta,Pagado,2025-12-10
O002155,PSE,Pagado,2024-05-20
O002156,Transferencia,Pagado,2024-06-29
O002157,Efectivo,Pagado,2024-01-10
O002158,Efectivo,Pagado,2025-03-29
O002159,Efectivo,Pagado,2024-10-21
O002160,Transferencia,Pagado,2025-08-30
O002161,PSE,Pagado,2024-01-21
O002162,Tarjeta,Pagado,2024-11-28
O002163,Tarjeta,Pagado,2024-03-16
O002164,PSE,Pagado,2025-09-13
O002165,Tarjeta,Pendiente,2025-10-30
O002166,Transferencia,Pagado,2025-02-25
O002167,PSE,Pagado,2025-02-28
O002168,Efectivo,Pagado,2026-01-03
O002169,Tarjeta,Pagado,2024-12-19
O002170,Transferencia,Pendiente,2024-05-20
O002171,Efectivo,Pagado,2025-10-01
O002172,Efectivo,Pagado,2025-01-04
O002173,Tarjeta,Pagado,2026-01-02
O002174,Tarjeta,Pendiente,2024-09-03
O002175,Tarjeta,Pagado,2025-05-08
O002176,Tarjeta,Pagado,2024-11-22
O002177,Tarjeta,Pagado,2024-09-05
O002178,Efectivo,Pagado,2024-04-05
O002179,Efectivo,Pendiente,2024-02-24
O002180,Tarjeta,Pagado,2024-03-05
O002181,Transferencia,Pagado,2025-04-02
O002182,Efectivo,Pagado,2024-11-10
O002183,PSE,Pagado,2025-08-12
O002184,Tarjeta,Pagado,2025-08-13
O002185,Transferencia,Pagado,2025-01-11
O002186,Efectivo,Pagado,2024-05-16
O002187,Transferencia,Pagado,2025-06-07
O002188,Tarjeta,Pagado,2024-03-05
O002189,Efectivo,Pagado,2025-09-22
O002190,Transferencia,Pagado,2025-07-06
O002191,Transferencia,Pagado,2024-02-08
O002192,Tarjeta,Pendiente,2024-05-12
O002193,Tarjeta,Pendiente,2025-01-31
O002194,PSE,Pagado,2024-12-03
O002195,Efectivo,Pagado,2024-04-23
O002196,PSE,Pagado,2025-07-07
O002197,Transferencia,Pagado,2025-05-13
O002198,Efectivo,Pagado,2024-02-05
O002199,Tarjeta,Pagado,2024-01-24
O002200,Efectivo,Pagado,2025-12-05
O002201,Tarjeta,Pagado,2025-08-22
O002202,Tarjeta,Pendiente,2024-08-13
O002203,Efectivo,Pagado,2025-07-30
O002204,Tarjeta,Pagado,2025-04-01
O002205,Efectivo,Pagado,2025-09-09
O002206,Efectivo,Pagado,2024-11-03
O002207,Tarjeta,Pendiente,2025-11-25
O002208,Transferencia,Pagado,2025-02-16
O002209,Tarjeta,Rechazado,2025-09-22
O002210,Tarjeta,Pagado,2024-12-24
O002211,PSE,Pagado,2025-03-06
O002212,Transferencia,Pagado,2024-05-09
O002213,Tarjeta,Pagado,2025-12-31
O002214,Transferencia,Pagado,2025-04-28
O002215,Efectivo,Pagado,2025-02-03
O002216,Tarjeta,Pagado,2024-03-23
O002217,Transferencia,Pagado,2025-02-12
O002218,PSE,Pagado,2025-10-19
O002219,Transferencia,Pagado,2024-04-25
O002220,PSE,Pagado,2025-04-21
O002221,Transferencia,Pagado,2024-04-06
O002222,Tarjeta,Pagado,2025-09-11
O002223,Transferencia,Pagado,2024-05-15
O002224,PSE,Pendiente,2025-08-31
O002225,Transferencia,Pagado,2025-12-01
O002226,Tarjeta,Pagado,2025-06-19
O002227,Efectivo,Pagado,2024-04-05
O002228,Tarjeta,Pagado,2025-03-23
O002229,Tarjeta,Pagado,2025-09-30
O002230,Transferencia,Pagado,2025-11-01
O002231,Tarjeta,Rechazado,2025-09-14
O002232,Efectivo,Pagado,2024-12-27
O002233,Tarjeta,Pagado,2025-06-29
O002234,Tarjeta,Pagado,2025-11-05
O002235,Tarjeta,Pagado,2024-12-12
O002236,Tarjeta,Pagado,2024-06-01
O002237,Transferencia,Pagado,2024-01-31
O002238,Tarjeta,Pagado,2024-01-15
O002239,Tarjeta,Pagado,2025-08-16
O002240,PSE,Pagado,2025-05-31
O002241,Tarjeta,Pagado,2024-08-27
O002242,Transferencia,Pagado,2025-07-13
O002243,Tarjeta,Pagado,2025-10-27
O002244,Tarjeta,Pagado,2024-10-28
O002245,Tarjeta,Pagado,2024-05-12
O002246,Efectivo,Pagado,2025-03-07
O002247,Transferencia,Pagado,2024-06-02
O002248,PSE,Pagado,2025-04-25
O002249,PSE,Pagado,2025-04-25
O002250,Tarjeta,Pagado,2024-07-22
O002251,PSE,Pagado,2025-12-03
O002252,PSE,Pagado,2024-08-08
O002253,Tarjeta,Pagado,2024-03-18
O002254,PSE,Pagado,2024-12-05
O002255,Transferencia,Pagado,2025-07-14
O002256,PSE,Pagado,2025-03-04
O002257,PSE,Pagado,2025-08-20
O002258,Transferencia,Pagado,2024-01-07
O002259,PSE,Pagado,2025-01-07
O002260,Transferencia,Pagado,2025-10-20
O002261,PSE,Pagado,2025-04-20
O002262,PSE,Pagado,2025-06-15
O002263,Efectivo,Pagado,2025-02-16
O002264,Efectivo,Pagado,2025-03-09
O002265,Tarjeta,Pagado,2025-09-20
O002266,Tarjeta,Pagado,2024-06-06
O002267,Transferencia,Pagado,2024-05-18
O002268,Tarjeta,Pagado,2024-10-18
O002269,Tarjeta,Pagado,2024-05-01
O002270,Tarjeta,Pagado,2024-12-18
O002271,Tarjeta,Pagado,2025-06-17
O002272,PSE,Pagado,2024-12-29
O002273,Tarjeta,Pagado,2025-09-18
O002274,PSE,Pagado,2026-01-08
O002275,Efectivo,Pagado,2024-09-26
O002276,Tarjeta,Pagado,2024-09-09
O002277,Efectivo,Pagado,2025-03-25
O002278,Transferencia,Pagado,2025-02-20
O002279,Transferencia,Pagado,2024-03-12
O002280,Tarjeta,Pagado,2025-07-15
O002281,Tarjeta,Pagado,2025-12-01
O002282,Tarjeta,Pagado,2024-11-26
O002283,Transferencia,Pagado,2025-02-09
O002284,PSE,Pagado,2025-05-09
O002285,PSE,Pendiente,2024-03-04
O002286,Tarjeta,Pagado,2025-08-05
O002287,Tarjeta,Pagado,2024-04-04
O002288,Tarjeta,Pagado,2025-01-10
O002289,Tarjeta,Pagado,2025-10-02
O002290,Tarjeta,Pagado,2024-08-13
O002291,Tarjeta,Pagado,2025-09-07
O002292,Efectivo,Pagado,2025-10-01
O002293,Transferencia,Pagado,2025-06-04
O002294,Tarjeta,Pagado,2025-05-18
O002295,Tarjeta,Pagado,2025-06-15
O002296,Tarjeta,Pagado,2024-04-15
O002297,PSE,Pagado,2025-12-30
O002298,Tarjeta,Pagado,2025-05-23
O002299,Tarjeta,Pagado,2024-04-12
O002300,Tarjeta,Pagado,2025-04-12
O002301,PSE,Pagado,2024-06-11
O002302,Transferencia,Pagado,2024-11-09
O002303,PSE,Pagado,2025-02-08
O002304,Tarjeta,Pagado,2025-04-05
O002305,Efectivo,Pagado,2024-10-27
O002306,Tarjeta,Pagado,2024-02-09
O002307,Transferencia,Pendiente,2025-03-07
O002308,Tarjeta,Pagado,2024-02-11
O002309,Tarjeta,Pagado,2025-03-03
O002310,Tarjeta,Pagado,2025-09-25
O002311,Tarjeta,Pendiente,2024-01-30
O002312,Tarjeta,Pendiente,2025-07-20
O002313,Tarjeta,Pagado,2024-07-05
O002314,PSE,Pagado,2025-04-15
O002315,PSE,Pagado,2025-12-04
O002316,Tarjeta,Pagado,2024-09-20
O002317,Tarjeta,Pagado,2024-06-04
O002318,Tarjeta,Pendiente,2025-12-26
O002319,PSE,Pagado,2024-03-13
O002320,PSE,Pagado,2025-02-22
O002321,PSE,Pagado,2024-01-28
O002322,Efectivo,Pagado,2025-03-19
O002323,Tarjeta,Pagado,2025-09-18
O002324,PSE,Pagado,2024-06-19
O002325,Tarjeta,Pagado,2024-08-03
O002326,Tarjeta,Pagado,2025-07-13
O002327,Efectivo,Pagado,2025-02-12
O002328,Transferencia,Pagado,2024-09-03
O002329,Transferencia,Pagado,2024-07-01
O002330,Efectivo,Pagado,2025-12-07
O002331,Tarjeta,Pendiente,2025-06-05
O002332,Tarjeta,Pagado,2024-02-24
O002333,Transferencia,Pagado,2025-11-08
O002334,Transferencia,Pagado,2024-02-07
O002335,Tarjeta,Pagado,2025-04-04
O002336,Transferencia,Pagado,2024-06-27
O002337,Tarjeta,Pagado,2024-05-27
O002338,PSE,Pagado,2025-06-22
O002339,Tarjeta,Pagado,2025-02-13
O002340,Tarjeta,Pagado,2025-10-25
O002341,Tarjeta,Pagado,2024-10-23
O002342,Transferencia,Pagado,2024-02-03
O002343,Transferencia,Pagado,2024-06-11
O002344,Tarjeta,Pagado,2024-01-12
O002345,PSE,Pendiente,2025-03-31
O002346,Transferencia,Pagado,2025-12-19
O002347,Efectivo,Pendiente,2025-07-27
O002348,Efectivo,Pagado,2025-02-16
O002349,PSE,Pagado,2025-02-02
O002350,Tarjeta,Pagado,2025-10-03
O002351,Transferencia,Pagado,2025-04-14
O002352,PSE,Pagado,2024-08-13
O002353,Tarjeta,Pagado,2024-04-29
O002354,Tarjeta,Pagado,2024-09-10
O002355,Efectivo,Pagado,2025-12-12
O002356,Transferencia,Pagado,2025-03-04
O002357,Transferencia,Pagado,2025-09-12
O002358,Tarjeta,Pagado,2024-02-14
O002359,Tarjeta,Rechazado,2024-06-28
O002360,Tarjeta,Pagado,2024-04-06
O002361,PSE,Pagado,2024-10-11
O002362,PSE,Pendiente,2025-06-18
O002363,Transferencia,Pagado,2025-09-25
O002364,Transferencia,Pagado,2025-03-04
O002365,Tarjeta,Pendiente,2025-11-27
O002366,Transferencia,Pendiente,2025-10-14
O002367,Transferencia,Pagado,2024-07-12
O002368,Tarjeta,Pagado,2024-03-10
O002369,PSE,Pagado,2024-11-23
O002370,PSE,Pendiente,2025-04-07
