order_id,date,customer_id,category,region,channel,quantity,unit_price,discount_pct,is_returned,gross_sales,discount_value,net_sales,cost,profit
ORD101010,2024-09-01,2986,Tecnología,Antioquia,Web,3,130.08,5,0,390.24,19.51,370.73,208.33,162.4
ORD101011,2023-09-25,3562,Hogar,Costa,App,2,280.02,5,0,560.04,28.0,532.04,330.85,201.19
ORD101012,2025-03-31,3261,Tecnología,Costa,Web,5,362.21,15,0,1811.05,271.66,1539.39,1213.87,325.52
ORD101013,2024-03-30,1073,Deportes,Bogotá,Web,2,333.72,0,0,667.44,0.0,667.44,437.15,230.29
ORD101014,2025-06-24,2602,Moda,Antioquia,App,1,136.65,20,0,136.65,27.33,109.32,68.35,40.97
ORD101015,2025-07-10,1508,Moda,Costa,Web,1,39.72,0,0,39.72,0.0,39.72,24.77,14.95
ORD101016,2025-09-07,3379,Moda,Valle,Web,5,141.19,20,0,705.95,141.19,564.76,367.86,196.9
ORD101017,2024-12-02,1687,Moda,Valle,Web,4,492.34,5,1,1969.36,98.47,1870.89,1152.22,718.67
ORD101018,2024-09-25,1656,Belleza,Centro,Web,6,108.54,10,1,651.24,65.12,586.12,322.9,263.22
ORD101019,2023-05-10,2542,Tecnología,Centro,App,1,242.9,0,0,242.9,0.0,242.9,144.91,97.99
ORD101020,2025-10-16,2292,Tecnología,Antioquia,App,2,326.41,10,0,652.82,65.28,587.54,463.15,124.39
ORD101021,2025-03-29,2399,Tecnología,Costa,App,2,442.15,10,0,884.3,88.43,795.87,453.98,341.89
ORD101022,2024-11-23,3647,Tecnología,Valle,Web,6,384.92,0,0,2309.52,0.0,2309.52,1527.77,781.75
ORD101023,2025-03-04,2552,Tecnología,Valle,Web,3,456.3,0,0,1368.9,0.0,1368.9,921.61,447.29
ORD101024,2023-01-29,2075,Moda,Antioquia,Web,4,310.1,20,0,1240.4,248.08,992.32,754.26,238.06
ORD101025,2023-05-29,1324,Hogar,Costa,Web,3,435.35,5,0,1306.05,65.3,1240.75,767.03,473.72
ORD101026,2023-01-11,1991,Belleza,Antioquia,Web,5,146.64,15,0,733.2,109.98,623.22,394.87,228.35
ORD101027,2024-11-06,2993,Tecnología,Bogotá,Web,1,226.67,10,0,226.67,22.67,204.0,112.99,91.01
ORD101028,2023-07-06,1716,Hogar,Valle,Web,6,425.01,5,0,2550.06,127.5,2422.56,1922.94,499.62
ORD101029,2025-03-17,3770,Belleza,Antioquia,App,6,176.27,0,0,1057.62,0.0,1057.62,777.46,280.16
ORD101030,2025-01-13,1276,Deportes,Antioquia,Web,6,438.19,20,0,2629.14,525.83,2103.31,1306.09,797.22
ORD101031,2023-04-08,3583,Hogar,Bogotá,Web,3,194.3,5,1,582.9,29.14,553.76,437.26,116.5
ORD101032,2023-02-24,1151,Moda,Centro,Web,3,194.43,0,1,583.29,0.0,583.29,334.45,248.84
ORD101033,2024-09-14,1954,Deportes,Valle,Web,5,168.34,10,0,841.7,84.17,757.53,491.99,265.54
ORD101034,2024-10-25,2506,Hogar,Antioquia,App,2,282.53,0,0,565.06,0.0,565.06,396.77,168.29
ORD101035,2025-01-27,1258,Tecnología,Valle,Web,2,81.95,15,0,163.9,24.58,139.32,95.64,43.68
ORD101036,2024-02-10,3371,Deportes,Centro,Web,5,37.57,0,0,187.85,0.0,187.85,136.53,51.32
ORD101037,2023-03-10,1868,Moda,Antioquia,Web,6,450.76,0,0,2704.56,0.0,2704.56,1704.82,999.74
ORD101038,2025-01-20,2191,Tecnología,Bogotá,Web,2,465.89,0,0,931.78,0.0,931.78,703.14,228.64
ORD101039,2025-08-15,1687,Moda,Valle,App,5,56.56,0,0,282.8,0.0,282.8,186.5,96.3
ORD101040,2023-12-31,1309,Hogar,Bogotá,Marketplace,2,283.85,5,0,567.7,28.39,539.31,314.87,224.44
ORD101041,2024-04-26,3850,Deportes,Centro,Web,5,279.05,10,0,1395.25,139.52,1255.73,941.68,314.05
ORD101042,2023-07-20,2502,Tecnología,Centro,App,2,198.77,10,0,397.54,39.75,357.79,284.88,72.91
ORD101043,2023-06-03,3667,Deportes,Valle,Web,6,293.07,10,0,1758.42,175.84,1582.58,1026.14,556.44
ORD101044,2023-03-14,1472,Moda,Centro,Web,3,239.9,5,0,719.7,35.99,683.71,484.89,198.82
ORD101045,2024-12-13,3508,Hogar,Costa,Web,3,255.02,5,0,765.06,38.25,726.81,534.72,192.09
ORD101046,2023-10-23,1813,Tecnología,Valle,Marketplace,6,382.56,15,0,2295.36,344.3,1951.06,1511.12,439.94
ORD101047,2025-11-06,1845,Deportes,Costa,Web,2,272.46,5,0,544.92,27.25,517.67,312.39,205.28
ORD101048,2023-03-02,2164,Belleza,Centro,Marketplace,6,175.36,0,0,1052.16,0.0,1052.16,740.61,311.55
ORD101049,2025-07-27,1666,Hogar,Valle,Web,5,299.1,5,0,1495.5,74.78,1420.72,1065.4,355.32
ORD101050,2023-02-11,3309,Tecnología,Costa,Web,3,327.56,0,0,982.68,0.0,982.68,593.31,389.37
ORD101051,2023-01-25,2808,Moda,Centro,App,1,337.91,0,0,337.91,0.0,337.91,228.96,108.95
ORD101052,2025-11-28,2443,Deportes,Antioquia,Marketplace,2,316.79,10,0,633.58,63.36,570.22,385.11,185.11
ORD101053,2023-05-11,2767,Tecnología,Antioquia,App,1,339.01,15,1,339.01,50.85,288.16,223.79,64.37
ORD101054,2023-04-18,2264,Moda,Bogotá,App,1,168.84,5,1,168.84,8.44,160.4,121.88,38.52
ORD101055,2023-06-21,1354,Moda,Antioquia,Web,4,234.14,10,0,936.56,93.66,842.9,516.38,326.52
ORD101056,2023-04-12,2872,Hogar,Costa,Web,1,340.98,0,0,340.98,0.0,340.98,208.99,131.99
ORD101057,2025-05-15,3024,Hogar,Antioquia,Web,1,382.1,5,0,382.1,19.1,363.0,270.55,92.45
ORD101058,2024-06-07,3817,Tecnología,Valle,Web,6,228.39,10,0,1370.34,137.03,1233.31,924.61,308.7
ORD101059,2023-10-02,1179,Deportes,Valle,Marketplace,4,195.36,5,0,781.44,39.07,742.37,444.16,298.21
ORD101060,2025-12-03,1065,Moda,Valle,App,4,363.62,0,0,1454.48,0.0,1454.48,961.44,493.04
ORD101061,2025-03-27,1819,Moda,Antioquia,App,4,126.64,10,0,506.56,50.66,455.9,352.39,103.51
ORD101062,2025-08-14,2371,Hogar,Antioquia,Web,5,24.56,15,0,122.8,18.42,104.38,59.65,44.73
ORD101063,2025-11-06,1170,Hogar,Bogotá,App,4,246.16,10,0,984.64,98.46,886.18,576.86,309.32
ORD101064,2023-11-26,3521,Deportes,Centro,Marketplace,6,103.22,0,0,619.32,0.0,619.32,448.4,170.92
ORD101065,2023-01-12,3581,Hogar,Bogotá,Web,5,201.58,0,0,1007.9,0.0,1007.9,764.18,243.72
ORD101066,2023-08-04,2390,Moda,Costa,Web,2,159.79,0,0,319.58,0.0,319.58,232.08,87.5
ORD101067,2023-12-05,2130,Moda,Valle,App,5,393.09,0,0,1965.45,0.0,1965.45,1291.95,673.5
ORD101068,2024-10-22,3486,Hogar,Antioquia,App,2,179.08,15,1,358.16,53.72,304.44,248.98,55.46
ORD101069,2024-01-09,1834,Tecnología,Centro,Marketplace,4,327.52,10,0,1310.08,131.01,1179.07,661.71,517.36
ORD101070,2025-09-02,1226,Tecnología,Centro,Web,4,343.48,5,0,1373.92,68.7,1305.22,892.23,412.99
ORD101071,2024-12-10,1441,Tecnología,Antioquia,Web,2,239.1,15,0,478.2,71.73,406.47,279.54,126.93
ORD101072,2024-04-10,3443,Deportes,Bogotá,Web,3,58.92,0,0,176.76,0.0,176.76,108.66,68.1
ORD101073,2024-05-03,1727,Tecnología,Centro,Web,6,356.18,10,0,2137.08,213.71,1923.37,1348.0,575.37
ORD101074,2023-02-16,2604,Tecnología,Bogotá,App,5,56.08,0,1,280.4,0.0,280.4,170.88,109.52
ORD101075,2025-02-16,3131,Deportes,Antioquia,Web,6,67.62,0,0,405.72,0.0,405.72,271.72,134.0
ORD101076,2025-11-05,2036,Tecnología,Bogotá,Marketplace,6,114.08,0,0,684.48,0.0,684.48,456.23,228.25
ORD101077,2024-12-11,2832,Moda,Valle,Marketplace,1,154.58,20,0,154.58,30.92,123.66,93.83,29.83
ORD101078,2024-02-05,2848,Hogar,Antioquia,Web,4,426.3,5,0,1705.2,85.26,1619.94,1303.24,316.7
ORD101079,2025-09-07,3740,Tecnología,Antioquia,Web,5,343.96,0,0,1719.8,0.0,1719.8,1040.08,679.72
ORD101080,2023-09-07,1492,Hogar,Centro,App,6,205.86,5,0,1235.16,61.76,1173.4,959.5,213.9
ORD101081,2024-01-26,2548,Tecnología,Centro,App,5,489.74,0,0,2448.7,0.0,2448.7,1968.47,480.23
ORD101082,2023-12-01,2143,Deportes,Centro,Web,6,136.93,0,0,821.58,0.0,821.58,476.86,344.72
ORD101083,2024-09-20,1969,Moda,Valle,Web,4,312.71,10,0,1250.84,125.08,1125.76,896.49,229.27
ORD101084,2023-05-17,3400,Tecnología,Valle,App,6,426.66,0,0,2559.96,0.0,2559.96,1798.21,761.75
ORD101085,2025-06-01,3087,Tecnología,Costa,App,2,404.97,15,0,809.94,121.49,688.45,542.03,146.42
ORD101086,2024-11-18,1639,Hogar,Antioquia,Web,4,63.35,5,0,253.4,12.67,240.73,193.87,46.86
ORD101087,2025-04-06,1172,Tecnología,Centro,App,5,354.69,0,0,1773.45,0.0,1773.45,1386.67,386.78
ORD101088,2024-12-27,2570,Tecnología,Antioquia,Marketplace,3,143.77,0,0,431.31,0.0,431.31,284.14,147.17
ORD101089,2024-08-16,1258,Moda,Bogotá,Web,6,190.75,10,0,1144.5,114.45,1030.05,743.62,286.43
ORD101090,2025-09-16,1516,Deportes,Valle,App,2,254.72,0,0,509.44,0.0,509.44,344.12,165.32
ORD101091,2024-01-07,3777,Hogar,Costa,Web,4,399.56,5,0,1598.24,79.91,1518.33,985.31,533.02
ORD101092,2025-07-23,1522,Deportes,Bogotá,Web,1,99.78,10,0,99.78,9.98,89.8,55.47,34.33
ORD101093,2025-09-21,2917,Deportes,Antioquia,Web,4,72.11,10,0,288.44,28.84,259.6,173.73,85.87
ORD101094,2024-02-06,3886,Tecnología,Valle,Web,5,93.65,10,0,468.25,46.82,421.43,323.49,97.94
ORD101095,2024-09-06,3164,Deportes,Centro,App,5,124.75,15,0,623.75,93.56,530.19,412.43,117.76
ORD101096,2025-09-21,3231,Deportes,Bogotá,App,1,48.56,0,0,48.56,0.0,48.56,39.27,9.29
ORD101097,2024-09-11,2929,Hogar,Valle,Web,2,464.65,0,0,929.3,0.0,929.3,584.03,345.27
ORD101098,2023-07-07,2139,Belleza,Antioquia,Web,5,173.16,10,0,865.8,86.58,779.22,565.41,213.81
ORD101099,2023-05-11,3209,Tecnología,Antioquia,App,2,104.95,0,0,209.9,0.0,209.9,154.76,55.14
ORD101100,2025-03-15,3590,Tecnología,Bogotá,Web,2,326.16,5,0,652.32,32.62,619.7,372.85,246.85
ORD101101,2025-07-24,1838,Deportes,Bogotá,Web,4,397.76,10,0,1591.04,159.1,1431.94,929.41,502.53
ORD101102,2025-09-12,2089,Hogar,Bogotá,App,2,381.55,5,0,763.1,38.16,724.94,465.71,259.23
ORD101103,2023-07-02,2093,Hogar,Costa,Marketplace,6,364.98,0,0,2189.88,0.0,2189.88,1787.37,402.51
ORD101104,2025-09-09,3494,Tecnología,Centro,Web,5,44.25,10,0,221.25,22.12,199.13,161.05,38.08
ORD101105,2023-12-30,3463,Deportes,Valle,App,5,395.44,15,0,1977.2,296.58,1680.62,1297.23,383.39
ORD101106,2023-02-08,3579,Deportes,Antioquia,Web,3,260.9,0,0,782.7,0.0,782.7,530.41,252.29
ORD101107,2024-05-11,3488,Moda,Antioquia,App,2,331.56,5,0,663.12,33.16,629.96,391.39,238.57
ORD101108,2025-09-08,3785,Belleza,Centro,App,3,479.08,5,0,1437.24,71.86,1365.38,1088.63,276.75
ORD101109,2025-07-09,2969,Hogar,Bogotá,App,4,409.12,0,0,1636.48,0.0,1636.48,1018.5,617.98
ORD101110,2024-12-22,3511,Tecnología,Bogotá,App,3,416.18,0,0,1248.54,0.0,1248.54,862.65,385.89
ORD101111,2023-01-16,3443,Moda,Antioquia,Web,2,107.1,0,0,214.2,0.0,214.2,131.98,82.22
ORD101112,2024-05-07,3758,Deportes,Centro,Web,5,248.68,10,0,1243.4,124.34,1119.06,908.94,210.12
ORD101113,2025-06-12,2574,Tecnología,Antioquia,Web,4,475.68,5,0,1902.72,95.14,1807.58,1014.55,793.03
ORD101114,2023-11-07,2580,Tecnología,Bogotá,App,2,299.69,20,0,599.38,119.88,479.5,286.3,193.2
ORD101115,2025-01-08,3442,Deportes,Valle,Marketplace,4,69.24,0,0,276.96,0.0,276.96,209.54,67.42
ORD101116,2024-06-29,3373,Belleza,Bogotá,App,1,371.27,20,0,371.27,74.25,297.02,175.51,121.51
ORD101117,2024-02-18,2114,Moda,Valle,App,2,40.6,5,0,81.2,4.06,77.14,62.82,14.32
ORD101118,2023-09-08,1749,Tecnología,Costa,Web,1,376.3,0,0,376.3,0.0,376.3,239.61,136.69
ORD101119,2025-01-28,2093,Belleza,Centro,Web,3,442.29,0,0,1326.87,0.0,1326.87,1058.89,267.98
ORD101120,2025-11-28,2189,Belleza,Costa,Web,2,224.12,10,0,448.24,44.82,403.42,294.02,109.4
ORD101121,2025-03-24,3689,Moda,Bogotá,Web,1,218.53,15,0,218.53,32.78,185.75,133.97,51.78
ORD101122,2023-01-29,3261,Deportes,Centro,Web,6,166.02,10,0,996.12,99.61,896.51,714.65,181.86
ORD101123,2025-08-15,2875,Deportes,Bogotá,App,5,440.93,10,0,2204.65,220.47,1984.18,1366.28,617.9
ORD101124,2024-04-21,2787,Belleza,Centro,Web,3,282.94,0,0,848.82,0.0,848.82,558.7,290.12
ORD101125,2023-11-14,3416,Deportes,Centro,App,2,298.04,0,0,596.08,0.0,596.08,362.87,233.21
ORD101126,2023-09-02,2607,Moda,Bogotá,App,2,337.62,0,0,675.24,0.0,675.24,397.73,277.51
ORD101127,2025-01-17,1048,Moda,Bogotá,Web,5,164.11,0,0,820.55,0.0,820.55,626.72,193.83
ORD101128,2024-11-27,2075,Hogar,Centro,App,5,227.74,10,0,1138.7,113.87,1024.83,599.06,425.77
ORD101129,2023-09-29,2312,Moda,Centro,Web,1,375.97,15,0,375.97,56.4,319.57,209.76,109.81
ORD101130,2024-01-12,2649,Deportes,Bogotá,Web,1,493.03,0,0,493.03,0.0,493.03,325.64,167.39
ORD101131,2023-09-23,3180,Belleza,Bogotá,Web,1,36.47,10,0,36.47,3.65,32.82,23.94,8.88
ORD101132,2025-07-14,3833,Hogar,Antioquia,Web,4,40.47,0,0,161.88,0.0,161.88,101.21,60.67
ORD101133,2025-07-09,2189,Moda,Antioquia,App,3,225.48,0,0,676.44,0.0,676.44,525.14,151.3
ORD101134,2023-12-06,2397,Hogar,Antioquia,Marketplace,2,336.62,0,1,673.24,0.0,673.24,408.0,265.24
ORD101135,2024-01-24,3420,Moda,Costa,Web,3,205.46,0,0,616.38,0.0,616.38,470.34,146.04
ORD101136,2024-07-30,2828,Moda,Centro,Web,5,499.83,0,0,2499.15,0.0,2499.15,1947.92,551.23
ORD101137,2023-01-03,1478,Tecnología,Valle,Web,6,113.77,5,0,682.62,34.13,648.49,390.49,258.0
ORD101138,2024-01-11,1831,Moda,Costa,App,3,23.8,5,0,71.4,3.57,67.83,52.13,15.7
ORD101139,2023-11-20,3697,Tecnología,Centro,Web,3,111.26,0,0,333.78,0.0,333.78,247.9,85.88
ORD101140,2023-05-26,2614,Tecnología,Valle,App,1,445.68,5,1,445.68,22.28,423.4,332.83,90.57
ORD101141,2023-10-20,1681,Deportes,Antioquia,App,5,89.67,5,0,448.35,22.42,425.93,292.91,133.02
ORD101142,2024-03-07,3735,Tecnología,Valle,Web,3,249.91,20,0,749.73,149.95,599.78,367.75,232.03
ORD101143,2024-12-05,2323,Hogar,Bogotá,Marketplace,2,221.25,15,0,442.5,66.38,376.12,299.49,76.63
ORD101144,2025-08-06,1081,Tecnología,Bogotá,Web,1,339.55,15,0,339.55,50.93,288.62,220.31,68.31
ORD101145,2024-08-07,1086,Tecnología,Centro,Marketplace,3,46.21,5,0,138.63,6.93,131.7,73.18,58.52
ORD101146,2024-02-03,3272,Deportes,Costa,Web,5,336.2,10,0,1681.0,168.1,1512.9,1215.83,297.07
ORD101147,2025-03-27,3063,Hogar,Antioquia,Web,6,190.28,0,0,1141.68,0.0,1141.68,920.31,221.37
ORD101148,2025-08-21,1821,Belleza,Centro,App,2,464.5,10,0,929.0,92.9,836.1,540.06,296.04
ORD101149,2023-07-06,1162,Hogar,Antioquia,App,6,427.47,0,1,2564.82,0.0,2564.82,1417.59,1147.23
ORD101150,2023-03-02,3561,Tecnología,Bogotá,App,5,211.76,0,0,1058.8,0.0,1058.8,740.3,318.5
ORD101151,2025-07-27,3397,Hogar,Costa,Web,5,496.59,0,0,2482.95,0.0,2482.95,1978.15,504.8
ORD101152,2024-12-10,2932,Deportes,Costa,Marketplace,5,44.93,5,0,224.65,11.23,213.42,124.55,88.87
ORD101153,2025-03-17,3728,Moda,Bogotá,Web,6,398.54,0,0,2391.24,0.0,2391.24,1696.44,694.8
ORD101154,2023-01-11,2850,Belleza,Valle,Web,4,228.24,20,0,912.96,182.59,730.37,546.01,184.36
ORD101155,2025-12-21,2860,Moda,Costa,Web,2,227.99,0,0,455.98,0.0,455.98,267.37,188.61
ORD101156,2023-08-14,2115,Hogar,Valle,App,5,101.66,15,0,508.3,76.24,432.06,297.51,134.55
ORD101157,2024-07-17,3228,Deportes,Antioquia,App,4,267.14,0,0,1068.56,0.0,1068.56,613.33,455.23
ORD101158,2025-02-10,3790,Belleza,Costa,Web,1,60.66,10,0,60.66,6.07,54.59,38.25,16.34
ORD101159,2025-06-03,3707,Hogar,Bogotá,Web,4,315.96,10,0,1263.84,126.38,1137.46,761.38,376.08
ORD101160,2023-08-14,2882,Tecnología,Valle,Web,1,135.96,5,0,135.96,6.8,129.16,80.27,48.89
ORD101161,2025-04-04,3540,Moda,Antioquia,Web,6,367.93,5,0,2207.58,110.38,2097.2,1636.51,460.69
ORD101162,2023-08-06,1922,Hogar,Antioquia,Web,4,311.53,10,0,1246.12,124.61,1121.51,732.44,389.07
ORD101163,2025-07-25,3175,Belleza,Costa,App,6,378.27,5,0,2269.62,113.48,2156.14,1593.28,562.86
ORD101164,2025-01-22,2449,Hogar,Costa,App,5,379.88,5,0,1899.4,94.97,1804.43,1377.65,426.78
ORD101165,2024-05-20,2582,Tecnología,Centro,Marketplace,4,114.42,5,0,457.68,22.88,434.8,260.11,174.69
ORD101166,2023-09-16,1564,Belleza,Centro,Web,4,20.32,0,0,81.28,0.0,81.28,47.32,33.96
ORD101167,2023-02-23,3597,Deportes,Costa,Web,5,195.57,0,0,977.85,0.0,977.85,539.89,437.96
ORD101168,2025-12-06,3500,Tecnología,Centro,Web,1,461.15,0,0,461.15,0.0,461.15,291.71,169.44
ORD101169,2024-12-27,1470,Belleza,Bogotá,App,5,297.39,15,0,1486.95,223.04,1263.91,973.6,290.31
ORD101170,2024-11-19,1987,Hogar,Bogotá,Web,2,369.2,10,0,738.4,73.84,664.56,504.17,160.39
ORD101171,2025-11-09,3785,Hogar,Centro,Marketplace,4,442.19,0,0,1768.76,0.0,1768.76,1389.16,379.6
ORD101172,2024-02-23,2934,Belleza,Costa,App,2,454.91,5,0,909.82,45.49,864.33,652.88,211.45
ORD101173,2024-11-20,1223,Moda,Bogotá,Web,5,273.93,5,0,1369.65,68.48,1301.17,724.07,577.1
ORD101174,2025-04-29,3201,Tecnología,Antioquia,Web,6,279.65,0,1,1677.9,0.0,1677.9,1097.5,580.4
ORD101175,2023-03-03,3607,Hogar,Costa,App,5,428.45,10,0,2142.25,214.23,1928.02,1063.5,864.52
ORD101176,2023-08-04,1350,Deportes,Valle,App,3,407.59,10,0,1222.77,122.28,1100.49,615.98,484.51
ORD101177,2023-01-03,2928,Tecnología,Valle,Web,2,355.45,10,0,710.9,71.09,639.81,434.57,205.24
ORD101178,2023-06-09,1348,Moda,Costa,Web,3,310.14,15,0,930.42,139.56,790.86,511.85,279.01
ORD101179,2025-02-19,1181,Moda,Centro,App,2,316.26,5,0,632.52,31.63,600.89,421.1,179.79
ORD101180,2025-06-11,1636,Hogar,Bogotá,App,6,194.2,10,0,1165.2,116.52,1048.68,595.51,453.17
ORD101181,2023-11-25,2017,Moda,Bogotá,Web,3,423.64,10,0,1270.92,127.09,1143.83,810.79,333.04
ORD101182,2024-08-02,3226,Belleza,Costa,Web,3,316.53,10,0,949.59,94.96,854.63,485.05,369.58
ORD101183,2025-08-09,1771,Hogar,Antioquia,Web,2,127.29,15,0,254.58,38.19,216.39,143.77,72.62
ORD101184,2024-09-26,3941,Hogar,Centro,Marketplace,5,135.12,10,1,675.6,67.56,608.04,392.27,215.77
ORD101185,2025-09-14,2015,Tecnología,Antioquia,Web,1,433.57,0,0,433.57,0.0,433.57,264.68,168.89
ORD101186,2025-07-09,3111,Moda,Costa,App,5,320.34,15,0,1601.7,240.26,1361.44,863.47,497.97
ORD101187,2025-01-07,1028,Deportes,Costa,App,1,211.38,10,0,211.38,21.14,190.24,104.66,85.58
ORD101188,2023-06-19,3419,Hogar,Antioquia,Web,2,109.81,0,0,219.62,0.0,219.62,140.01,79.61
ORD101189,2024-06-04,3144,Hogar,Valle,App,4,312.9,10,0,1251.6,125.16,1126.44,643.39,483.05
ORD101190,2023-02-09,2893,Hogar,Costa,Web,5,108.47,5,0,542.35,27.12,515.23,411.54,103.69
ORD101191,2025-08-12,2465,Moda,Centro,App,3,245.68,15,0,737.04,110.56,626.48,357.14,269.34
ORD101192,2025-09-10,2226,Tecnología,Antioquia,App,5,345.21,20,0,1726.05,345.21,1380.84,1114.81,266.03
ORD101193,2025-09-01,3068,Deportes,Valle,Web,2,291.4,0,0,582.8,0.0,582.8,397.87,184.93
ORD101194,2023-02-07,3782,Hogar,Antioquia,Web,4,462.61,15,0,1850.44,277.57,1572.87,1083.01,489.86
ORD101195,2023-11-24,2125,Deportes,Valle,App,4,39.07,10,0,156.28,15.63,140.65,107.29,33.36
ORD101196,2025-07-02,1065,Moda,Valle,Web,5,154.3,10,0,771.5,77.15,694.35,512.26,182.09
ORD101197,2024-03-29,3650,Moda,Centro,Web,5,47.4,5,0,237.0,11.85,225.15,138.24,86.91
ORD101198,2023-02-06,2134,Tecnología,Costa,Web,6,113.41,0,1,680.46,0.0,680.46,378.93,301.53
ORD101199,2025-08-30,1337,Deportes,Valle,Marketplace,5,79.51,5,0,397.55,19.88,377.67,287.1,90.57
ORD101200,2025-03-06,3170,Tecnología,Costa,App,2,371.68,0,0,743.36,0.0,743.36,434.89,308.47
ORD101201,2025-08-30,2728,Tecnología,Centro,App,1,197.3,5,0,197.3,9.87,187.43,133.37,54.06
ORD101202,2024-08-15,1446,Moda,Costa,Web,6,464.02,15,0,2784.12,417.62,2366.5,1903.87,462.63
ORD101203,2025-11-29,3658,Deportes,Bogotá,Web,1,31.22,20,0,31.22,6.24,24.98,17.44,7.54
ORD101204,2023-08-12,3718,Tecnología,Valle,Web,3,333.4,0,0,1000.2,0.0,1000.2,627.23,372.97
ORD101205,2023-11-14,3662,Tecnología,Centro,Web,2,485.86,0,0,971.72,0.0,971.72,581.36,390.36
ORD101206,2023-12-15,3944,Deportes,Antioquia,App,6,104.4,15,0,626.4,93.96,532.44,296.72,235.72
ORD101207,2023-04-25,1280,Deportes,Centro,App,4,232.37,5,0,929.48,46.47,883.01,634.25,248.76
ORD101208,2024-11-28,1595,Tecnología,Valle,Web,6,356.91,15,0,2141.46,321.22,1820.24,1275.37,544.87
ORD101209,2025-11-29,2986,Moda,Centro,App,3,323.91,10,0,971.73,97.17,874.56,590.04,284.52
ORD101210,2023-02-09,3750,Hogar,Antioquia,Web,4,291.69,10,1,1166.76,116.68,1050.08,632.48,417.6
ORD101211,2023-08-04,2074,Moda,Bogotá,Web,6,176.84,0,0,1061.04,0.0,1061.04,651.36,409.68
ORD101212,2023-12-02,1209,Deportes,Valle,Marketplace,4,369.54,0,0,1478.16,0.0,1478.16,1195.54,282.62
ORD101213,2023-04-02,1125,Tecnología,Valle,App,5,333.56,0,0,1667.8,0.0,1667.8,926.48,741.32
ORD101214,2023-12-19,1491,Deportes,Centro,App,4,98.14,0,0,392.56,0.0,392.56,254.43,138.13
ORD101215,2024-07-24,1969,Hogar,Costa,Web,6,482.76,10,1,2896.56,289.66,2606.9,1461.11,1145.79
ORD101216,2025-03-26,1580,Moda,Costa,Web,4,286.72,5,0,1146.88,57.34,1089.54,655.6,433.94
ORD101217,2025-02-19,3824,Moda,Antioquia,Web,2,272.22,5,0,544.44,27.22,517.22,414.78,102.44
ORD101218,2023-12-29,3305,Belleza,Bogotá,Marketplace,5,427.15,15,0,2135.75,320.36,1815.39,1071.77,743.62
ORD101219,2024-07-10,2211,Tecnología,Bogotá,App,5,327.4,5,0,1637.0,81.85,1555.15,1107.6,447.55
ORD101220,2023-12-22,1229,Tecnología,Centro,Web,3,55.75,5,0,167.25,8.36,158.89,102.27,56.62
ORD101221,2023-07-10,1188,Tecnología,Centro,App,5,263.16,15,0,1315.8,197.37,1118.43,806.3,312.13
ORD101222,2024-02-26,3057,Belleza,Costa,Web,1,394.69,5,0,394.69,19.73,374.96,292.5,82.46
ORD101223,2024-11-30,3723,Deportes,Bogotá,App,2,355.99,0,0,711.98,0.0,711.98,446.67,265.31
ORD101224,2023-01-07,1501,Moda,Bogotá,Web,3,485.97,5,0,1457.91,72.9,1385.01,791.16,593.85
ORD101225,2023-05-13,3132,Tecnología,Bogotá,Web,1,31.96,5,0,31.96,1.6,30.36,18.37,11.99
ORD101226,2024-07-10,1048,Deportes,Antioquia,Web,4,145.39,5,0,581.56,29.08,552.48,369.36,183.12
ORD101227,2025-04-05,3885,Deportes,Antioquia,Web,1,283.6,0,0,283.6,0.0,283.6,195.42,88.18
ORD101228,2025-01-30,1688,Moda,Centro,App,3,317.36,0,1,952.08,0.0,952.08,765.77,186.31
ORD101229,2025-11-20,1386,Hogar,Costa,App,5,151.69,5,0,758.45,37.92,720.53,399.42,321.11
ORD101230,2024-06-18,1969,Tecnología,Valle,App,2,416.86,0,0,833.72,0.0,833.72,629.09,204.63
ORD101231,2024-03-01,2005,Moda,Costa,Marketplace,3,98.89,10,1,296.67,29.67,267.0,152.08,114.92
ORD101232,2024-11-02,3265,Deportes,Antioquia,Web,1,20.41,10,0,20.41,2.04,18.37,10.49,7.88
ORD101233,2023-12-29,2724,Tecnología,Antioquia,Marketplace,1,477.15,10,0,477.15,47.72,429.43,312.03,117.4
ORD101234,2023-03-23,3004,Moda,Centro,Marketplace,3,207.95,0,1,623.85,0.0,623.85,496.22,127.63
ORD101235,2023-12-22,3302,Hogar,Valle,Web,6,479.6,0,0,2877.6,0.0,2877.6,1806.21,1071.39
ORD101236,2024-08-11,3283,Deportes,Bogotá,Web,6,153.41,10,0,920.46,92.05,828.41,515.86,312.55
ORD101237,2023-10-22,2607,Moda,Valle,App,3,50.46,10,0,151.38,15.14,136.24,97.65,38.59
ORD101238,2025-12-05,2789,Tecnología,Valle,Web,6,390.81,15,0,2344.86,351.73,1993.13,1513.97,479.16
ORD101239,2023-01-17,1270,Moda,Valle,App,3,421.19,5,0,1263.57,63.18,1200.39,941.85,258.54
ORD101240,2023-12-26,1122,Hogar,Centro,Web,5,256.2,5,0,1281.0,64.05,1216.95,751.37,465.58
ORD101241,2025-05-15,3703,Tecnología,Antioquia,App,3,55.45,10,0,166.35,16.64,149.71,112.26,37.45
ORD101242,2024-11-30,2280,Deportes,Bogotá,App,4,333.98,20,0,1335.92,267.18,1068.74,676.46,392.28
