orden_id,cliente_id,fecha_orden,canal,monto_orden,ciudad,segmento,fecha_registro,metodo_pago,estado_pago,fecha_pago,dias_pago
O001919,683,2025-02-06,Fuerza Comercial,428.95,Cali,SMB,2023-07-29,Transferencia,Pagado,2025-02-14,8.0
O001920,1052,2024-03-19,Online,436.21,Barranquilla,SMB,2024-12-20,Tarjeta,Pagado,2024-03-27,8.0
O001921,318,2024-06-15,Online,913.18,Medellín,Mid-Market,2023-01-11,Tarjeta,Pagado,2024-06-15,0.0
O001922,716,2024-02-29,Fuerza Comercial,576.42,Bogotá,SMB,2024-02-08,Tarjeta,Pagado,2024-03-07,7.0
O001923,347,2025-09-17,Fuerza Comercial,94.97,Cali,Enterprise,2023-08-16,,,,
O001924,592,2025-03-30,Online,584.74,Bogotá,SMB,2022-02-12,Efectivo,Pagado,2025-03-30,0.0
O001925,1198,2025-05-08,Fuerza Comercial,902.61,Bogotá,Mid-Market,2023-09-13,Tarjeta,Pagado,2025-05-17,9.0
O001926,99,2025-10-30,Online,301.46,Bucaramanga,SMB,2024-10-24,Transferencia,Pagado,2025-11-06,7.0
O001927,565,2025-07-15,Online,557.93,Barranquilla,SMB,2025-03-19,Tarjeta,Pendiente,2025-07-23,8.0
O001928,654,2024-08-28,Online,261.82,Barranquilla,Mid-Market,2024-02-22,Efectivo,Pagado,2024-09-05,8.0
O001929,957,2024-12-27,Fuerza Comercial,392.57,Barranquilla,Enterprise,2023-03-19,Efectivo,Pagado,2024-12-31,4.0
O001930,571,2024-10-01,Online,297.06,Bogotá,SMB,2022-01-26,Transferencia,Pagado,2024-10-10,9.0
O001931,385,2024-07-13,Online,220.83,Bogotá,SMB,2024-01-16,Tarjeta,Pagado,2024-07-21,8.0
O001932,231,2025-05-13,Fuerza Comercial,166.72,Bogotá,Mid-Market,2022-03-11,Tarjeta,Pagado,2025-05-19,6.0
O001933,124,2025-07-22,Online,438.47,Bucaramanga,SMB,2024-06-26,Tarjeta,Pagado,2025-07-28,6.0
O001934,1080,2024-03-05,Online,372.4,Cali,SMB,2024-07-09,PSE,Pendiente,2024-03-13,8.0
O001935,443,2025-01-23,Online,161.89,Cali,Mid-Market,2023-10-06,Efectivo,Pagado,2025-01-24,1.0
O001936,1158,2025-06-21,Online,340.84,Bucaramanga,SMB,2023-06-18,Efectivo,Pagado,2025-06-24,3.0
O001937,311,2024-04-06,Partners,397.67,Barranquilla,SMB,2024-06-17,PSE,Pagado,2024-04-10,4.0
O001938,761,2024-12-13,Online,265.52,Bogotá,SMB,2022-07-31,Tarjeta,Pagado,2024-12-13,0.0
O001939,106,2024-10-20,Fuerza Comercial,725.52,Cali,Mid-Market,2022-02-27,Transferencia,Pendiente,2024-10-22,2.0
O001940,823,2025-04-07,Fuerza Comercial,462.92,Medellín,Mid-Market,2024-12-05,Transferencia,Pagado,2025-04-15,8.0
O001941,885,2024-05-02,Online,169.61,Bogotá,SMB,2024-04-28,Tarjeta,Pagado,2024-05-02,0.0
O001942,351,2024-01-18,Online,412.68,Barranquilla,SMB,2022-02-10,PSE,Pagado,2024-01-19,1.0
O001943,360,2025-11-30,Online,229.22,Cali,SMB,2025-02-26,Transferencia,Pagado,2025-12-09,9.0
O001944,263,2025-11-18,Online,402.1,Bucaramanga,SMB,2024-07-24,PSE,Pagado,2025-11-25,7.0
O001945,533,2024-01-19,Online,250.19,Cali,SMB,2023-12-31,PSE,Pagado,2024-01-21,2.0
O001946,777,2024-01-23,Fuerza Comercial,523.19,Bogotá,SMB,2025-04-03,Tarjeta,Pagado,2024-02-01,9.0
O001947,419,2024-01-25,Online,862.36,Bogotá,Mid-Market,2024-06-13,Transferencia,Pendiente,2024-02-02,8.0
O001948,650,2025-03-20,Fuerza Comercial,484.25,Bogotá,Enterprise,2023-10-15,PSE,Pagado,2025-03-21,1.0
O001949,1134,2025-01-29,Fuerza Comercial,376.25,Barranquilla,SMB,2022-02-02,PSE,Pagado,2025-02-05,7.0
O001950,718,2024-04-30,Fuerza Comercial,136.2,Cali,Mid-Market,2022-08-13,Tarjeta,Pagado,2024-04-30,0.0
O001951,441,2025-02-21,Online,760.02,Bucaramanga,SMB,2023-04-06,PSE,Pagado,2025-02-27,6.0
O001952,166,2024-10-23,Partners,219.62,Cali,Mid-Market,2022-01-18,Transferencia,Pendiente,2024-11-01,9.0
O001953,427,2024-01-05,Online,886.1,Medellín,SMB,2022-01-06,Transferencia,Pagado,2024-01-09,4.0
O001954,651,2024-03-26,Online,444.68,Barranquilla,SMB,2022-08-14,Transferencia,Pagado,2024-03-31,5.0
O001955,569,2024-12-29,Online,498.34,Barranquilla,Mid-Market,2024-04-07,Tarjeta,Pagado,2025-01-07,9.0
O001956,1064,2025-09-05,Partners,582.55,Barranquilla,Mid-Market,2023-10-06,Tarjeta,Pagado,2025-09-10,5.0
O001957,616,2025-02-20,Fuerza Comercial,813.07,Medellín,SMB,2022-04-12,PSE,Pendiente,2025-02-24,4.0
O001958,148,2024-03-07,Fuerza Comercial,236.04,Bucaramanga,SMB,2022-03-18,Tarjeta,Pagado,2024-03-08,1.0
O001959,643,2025-12-13,Fuerza Comercial,726.97,Barranquilla,Mid-Market,2023-08-09,Tarjeta,Pagado,2025-12-16,3.0
O001960,635,2024-05-26,Online,969.19,Bogotá,Mid-Market,2023-05-30,Tarjeta,Pagado,2024-06-02,7.0
O001961,372,2024-10-31,Fuerza Comercial,214.22,Medellín,SMB,2022-12-06,Tarjeta,Pagado,2024-11-05,5.0
O001962,1173,2025-07-09,Online,469.68,Bucaramanga,SMB,2023-07-30,PSE,Pagado,2025-07-13,4.0
O001963,226,2025-06-20,Online,264.32,Bucaramanga,Mid-Market,2023-07-26,Transferencia,Pagado,2025-06-27,7.0
O001964,1109,2025-07-17,Fuerza Comercial,487.25,Bogotá,SMB,2022-03-14,Tarjeta,Pagado,2025-07-23,6.0
O001965,60,2024-05-26,Fuerza Comercial,380.6,Barranquilla,Enterprise,2022-02-02,Transferencia,Pendiente,2024-06-02,7.0
O001966,871,2024-08-15,Online,686.52,Bucaramanga,Mid-Market,2024-01-04,Transferencia,Pendiente,2024-08-23,8.0
O001967,32,2025-04-29,Online,378.14,Barranquilla,Mid-Market,2025-06-07,Transferencia,Pagado,2025-05-06,7.0
O001968,333,2024-02-19,Online,689.83,Bogotá,Mid-Market,2022-12-21,Transferencia,Pagado,2024-02-21,2.0
O001969,1078,2025-07-03,Online,231.83,Bucaramanga,SMB,2023-08-14,Efectivo,Pagado,2025-07-03,0.0
O001970,252,2025-11-17,Online,275.12,Cali,Enterprise,2024-08-11,Tarjeta,Pagado,2025-11-20,3.0
O001971,917,2025-10-07,Online,599.27,Medellín,Mid-Market,2023-01-28,,,,
O001972,483,2024-09-30,Online,626.86,Cali,SMB,2024-03-26,Tarjeta,Pendiente,2024-10-07,7.0
O001973,947,2025-03-21,Partners,338.76,Barranquilla,SMB,2023-10-21,Efectivo,Pagado,2025-03-27,6.0
O001974,1189,2024-02-29,Partners,322.85,Medellín,SMB,2023-05-01,Transferencia,Pagado,2024-03-06,6.0
O001975,425,2024-08-19,Online,165.29,Medellín,SMB,2022-09-28,Transferencia,Pagado,2024-08-19,0.0
O001976,632,2025-12-04,Online,454.48,Bogotá,SMB,2024-09-13,Tarjeta,Pagado,2025-12-12,8.0
O001977,985,2025-05-24,Online,611.91,Bucaramanga,Mid-Market,2023-06-17,Efectivo,Pagado,2025-05-25,1.0
O001978,481,2025-06-08,Online,524.45,Bogotá,SMB,2022-05-11,PSE,Pagado,2025-06-09,1.0
O001979,1118,2025-10-29,Online,522.15,Bucaramanga,Mid-Market,2023-12-28,Tarjeta,Pagado,2025-11-02,4.0
O001980,462,2025-02-24,Fuerza Comercial,248.41,Cali,SMB,2023-09-07,Transferencia,Pendiente,2025-03-05,9.0
O001981,707,2025-06-19,Online,273.77,Medellín,SMB,2023-09-30,Transferencia,Pendiente,2025-06-23,4.0
O001982,83,2025-02-14,Online,510.17,Bogotá,SMB,2023-06-27,Efectivo,Pagado,2025-02-19,5.0
O001983,496,2025-08-18,Fuerza Comercial,138.73,Bogotá,SMB,2025-03-04,Tarjeta,Pagado,2025-08-23,5.0
O001984,354,2025-02-23,Online,374.78,Cali,SMB,2023-02-04,Tarjeta,Pagado,2025-03-01,6.0
O001985,474,2025-06-22,Online,478.72,Medellín,Enterprise,2023-09-19,Transferencia,Pagado,2025-06-25,3.0
O001986,1006,2025-02-21,Fuerza Comercial,172.19,Cali,SMB,2023-06-09,Tarjeta,Pagado,2025-03-01,8.0
O001987,269,2025-04-01,Fuerza Comercial,458.57,Bogotá,Mid-Market,2023-04-10,Efectivo,Pagado,2025-04-04,3.0
O001988,1010,2024-05-06,Online,1387.68,Bogotá,Enterprise,2024-03-31,PSE,Pagado,2024-05-12,6.0
O001989,1115,2024-05-17,Fuerza Comercial,548.48,Bogotá,Mid-Market,2024-02-17,Efectivo,Pagado,2024-05-20,3.0
O001990,1157,2024-07-14,Partners,595.49,Medellín,Mid-Market,2023-05-29,Transferencia,Pendiente,2024-07-17,3.0
O001991,1121,2025-06-26,Online,500.53,Cali,SMB,2023-09-20,Tarjeta,Pagado,2025-06-27,1.0
O001992,665,2024-08-30,Online,216.61,Cali,SMB,2022-02-13,Transferencia,Pagado,2024-09-05,6.0
O001993,440,2024-09-26,Fuerza Comercial,576.87,Bogotá,Mid-Market,2024-09-25,Tarjeta,Pagado,2024-09-26,0.0
O001994,322,2025-01-16,Online,603.43,Cali,Enterprise,2025-02-23,Tarjeta,Pendiente,2025-01-20,4.0
O001995,1062,2025-05-17,Online,270.76,Barranquilla,Enterprise,2025-06-04,Tarjeta,Pagado,2025-05-24,7.0
O001996,590,2024-04-21,Fuerza Comercial,378.95,Medellín,Mid-Market,2024-05-27,Tarjeta,Pagado,2024-04-25,4.0
O001997,192,2025-04-19,Fuerza Comercial,330.76,Bogotá,SMB,2023-09-06,PSE,Pagado,2025-04-26,7.0
O001998,1,2025-12-19,Fuerza Comercial,393.74,Bucaramanga,SMB,2022-06-04,Tarjeta,Pagado,2025-12-27,8.0
O001999,565,2024-11-21,Fuerza Comercial,402.25,Barranquilla,SMB,2025-03-19,Transferencia,Pagado,2024-11-29,8.0
O002000,1153,2024-12-10,Online,163.0,Bogotá,Mid-Market,2023-10-07,Tarjeta,Pagado,2024-12-16,6.0
O002001,761,2025-02-12,Partners,514.35,Bogotá,SMB,2022-07-31,Transferencia,Pagado,2025-02-18,6.0
O002002,167,2024-10-13,Online,325.44,Bogotá,SMB,2022-08-03,Tarjeta,Pagado,2024-10-13,0.0
O002003,473,2025-07-03,Online,503.81,Medellín,Mid-Market,2022-08-15,Tarjeta,Pagado,2025-07-12,9.0
O002004,993,2025-03-12,Online,113.94,Medellín,Mid-Market,2023-05-14,Tarjeta,Pagado,2025-03-17,5.0
O002005,468,2025-12-20,Fuerza Comercial,331.03,Bogotá,Enterprise,2023-09-29,Transferencia,Pagado,2025-12-29,9.0
O002006,770,2024-02-07,Fuerza Comercial,224.79,Barranquilla,SMB,2023-08-13,Tarjeta,Pagado,2024-02-13,6.0
O002007,1140,2024-02-07,Online,479.14,Bogotá,SMB,2024-02-24,Transferencia,Pagado,2024-02-13,6.0
O002008,256,2024-06-15,Online,341.04,Bogotá,SMB,2023-02-01,Tarjeta,Pagado,2024-06-15,0.0
O002009,1055,2025-05-30,Online,223.74,Cali,SMB,2022-04-30,Tarjeta,Pagado,2025-06-03,4.0
O002010,612,2024-09-07,Online,745.82,Cali,SMB,2025-01-24,Transferencia,Pagado,2024-09-07,0.0
O002011,511,2024-11-11,Fuerza Comercial,787.76,Bogotá,SMB,2023-12-30,Tarjeta,Pagado,2024-11-18,7.0
O002012,1140,2024-07-01,Online,182.77,Bogotá,SMB,2024-02-24,Efectivo,Pagado,2024-07-10,9.0
O002013,866,2024-12-05,Partners,842.58,Bogotá,Mid-Market,2024-01-05,Tarjeta,Pagado,2024-12-11,6.0
O002014,173,2025-06-03,Online,297.12,Bucaramanga,Mid-Market,2023-03-06,Tarjeta,Pagado,2025-06-04,1.0
O002015,685,2024-03-29,Online,225.56,Bogotá,Mid-Market,2022-05-17,Tarjeta,Pagado,2024-04-03,5.0
O002016,664,2025-09-18,Online,353.85,Bucaramanga,SMB,2025-03-26,Tarjeta,Pagado,2025-09-26,8.0
O002017,391,2024-11-15,Fuerza Comercial,291.63,Bogotá,SMB,2024-12-02,Tarjeta,Pagado,2024-11-19,4.0
O002018,957,2024-05-06,Fuerza Comercial,246.99,Barranquilla,Enterprise,2023-03-19,Transferencia,Pagado,2024-05-12,6.0
O002019,773,2024-07-09,Online,325.85,Cali,SMB,2022-07-23,Tarjeta,Pagado,2024-07-16,7.0
O002020,270,2025-09-22,Online,438.06,Barranquilla,Mid-Market,2023-04-30,Tarjeta,Pagado,2025-09-25,3.0
O002021,1053,2025-07-12,Online,256.1,Bogotá,Enterprise,2022-05-03,PSE,Pagado,2025-07-13,1.0
O002022,736,2025-11-07,Online,624.29,Barranquilla,SMB,2022-09-17,PSE,Pagado,2025-11-09,2.0
O002023,723,2025-02-23,Fuerza Comercial,433.0,Bogotá,SMB,2025-02-08,Tarjeta,Pagado,2025-03-01,6.0
O002024,761,2025-02-05,Online,297.87,Bogotá,SMB,2022-07-31,Efectivo,Pagado,2025-02-13,8.0
O002025,1161,2025-05-20,Fuerza Comercial,452.58,Bucaramanga,Mid-Market,2024-07-29,Tarjeta,Pagado,2025-05-24,4.0
O002026,741,2024-03-07,Fuerza Comercial,329.39,Barranquilla,SMB,2022-06-03,PSE,Pagado,2024-03-08,1.0
O002027,327,2024-08-27,Partners,600.18,Bucaramanga,Enterprise,2025-03-11,Tarjeta,Pagado,2024-09-04,8.0
O002028,1023,2024-09-15,Fuerza Comercial,486.6,Cali,Mid-Market,2023-02-10,Transferencia,Pagado,2024-09-24,9.0
O002029,713,2025-10-31,Fuerza Comercial,605.82,Bucaramanga,SMB,2025-06-07,Tarjeta,Pagado,2025-11-09,9.0
O002030,348,2024-04-02,Online,178.42,Cali,SMB,2023-01-12,Transferencia,Pagado,2024-04-09,7.0
O002031,222,2024-02-14,Fuerza Comercial,436.59,Barranquilla,SMB,2025-05-04,Tarjeta,Pagado,2024-02-22,8.0
O002032,1120,2025-07-18,Online,243.73,Bogotá,Mid-Market,2024-03-23,Transferencia,Pagado,2025-07-21,3.0
O002033,622,2024-10-27,Fuerza Comercial,562.74,Cali,SMB,2024-04-25,Tarjeta,Pagado,2024-11-01,5.0
O002034,1116,2025-02-04,Partners,696.74,Cali,SMB,2025-01-30,Tarjeta,Pagado,2025-02-12,8.0
O002035,584,2024-12-16,Fuerza Comercial,324.4,Bogotá,Enterprise,2023-03-14,Transferencia,Pagado,2024-12-24,8.0
O002036,120,2025-05-08,Online,374.64,Bucaramanga,SMB,2022-03-26,,,,
O002037,1024,2024-05-28,Fuerza Comercial,393.07,Medellín,SMB,2024-05-01,Tarjeta,Pagado,2024-06-01,4.0
O002038,544,2024-12-21,Online,885.26,Bucaramanga,SMB,2023-05-13,Tarjeta,Pagado,2024-12-23,2.0
O002039,626,2025-11-06,Fuerza Comercial,190.14,Medellín,Enterprise,2023-08-03,Tarjeta,Pagado,2025-11-11,5.0
O002040,1187,2025-09-08,Fuerza Comercial,892.04,Bucaramanga,Mid-Market,2023-05-11,Transferencia,Pagado,2025-09-14,6.0
O002041,17,2025-07-09,Online,585.4,Cali,SMB,2025-04-09,Tarjeta,Pagado,2025-07-15,6.0
O002042,275,2025-02-20,Online,876.11,Cali,Mid-Market,2024-10-08,Tarjeta,Pagado,2025-02-25,5.0
O002043,963,2024-08-25,Fuerza Comercial,557.83,Bucaramanga,Enterprise,2024-03-21,Efectivo,Pagado,2024-09-03,9.0
O002044,988,2025-01-16,Fuerza Comercial,488.2,Bucaramanga,SMB,2022-05-31,Tarjeta,Pagado,2025-01-20,4.0
O002045,270,2025-01-22,Fuerza Comercial,523.38,Barranquilla,Mid-Market,2023-04-30,Tarjeta,Pagado,2025-01-27,5.0
O002046,1060,2024-01-02,Online,1136.17,Medellín,Enterprise,2024-10-13,Tarjeta,Pagado,2024-01-10,8.0
O002047,265,2025-04-26,Online,558.22,Medellín,Mid-Market,2025-02-14,PSE,Pagado,2025-04-29,3.0
O002048,1132,2024-11-30,Fuerza Comercial,780.37,Bogotá,SMB,2023-08-15,Tarjeta,Pagado,2024-12-06,6.0
O002049,510,2025-08-26,Online,248.46,Bogotá,Enterprise,2023-09-04,Transferencia,Pagado,2025-09-03,8.0
O002050,556,2025-05-30,Online,228.96,Bogotá,SMB,2025-02-04,Transferencia,Pendiente,2025-06-02,3.0
O002051,39,2025-10-23,Online,435.77,Bucaramanga,Enterprise,2022-06-18,PSE,Pagado,2025-10-31,8.0
O002052,532,2024-09-15,Fuerza Comercial,447.88,Medellín,SMB,2022-08-23,Tarjeta,Pagado,2024-09-21,6.0
O002053,195,2025-04-16,Partners,159.25,Medellín,Mid-Market,2022-05-16,Tarjeta,Pagado,2025-04-16,0.0
O002054,880,2025-05-13,Online,294.9,Bucaramanga,SMB,2023-08-19,PSE,Pagado,2025-05-15,2.0
O002055,703,2024-08-08,Fuerza Comercial,462.57,Bogotá,SMB,2024-02-22,PSE,Pagado,2024-08-08,0.0
O002056,4,2025-04-19,Online,614.04,Barranquilla,SMB,2023-08-07,Tarjeta,Pagado,2025-04-28,9.0
O002057,560,2024-01-11,Fuerza Comercial,555.48,Cali,Enterprise,2024-06-22,PSE,Pagado,2024-01-16,5.0
O002058,757,2025-11-29,Fuerza Comercial,297.63,Bogotá,Mid-Market,2025-04-29,Tarjeta,Pagado,2025-12-01,2.0
O002059,503,2025-02-26,Partners,211.28,Bogotá,SMB,2022-10-26,Transferencia,Pagado,2025-02-26,0.0
O002060,207,2025-05-13,Fuerza Comercial,686.12,Bucaramanga,SMB,2022-07-13,,,,
O002061,722,2025-10-23,Fuerza Comercial,348.36,Bucaramanga,SMB,2025-01-13,PSE,Pagado,2025-10-31,8.0
O002062,929,2024-07-23,Fuerza Comercial,117.71,Cali,SMB,2022-12-08,Transferencia,Pagado,2024-07-28,5.0
O002063,751,2025-10-20,Partners,771.4,Medellín,Enterprise,2023-04-07,Tarjeta,Pagado,2025-10-25,5.0
O002064,1065,2024-02-14,Online,372.61,Barranquilla,Enterprise,2024-11-03,Tarjeta,Pendiente,2024-02-14,0.0
O002065,1157,2024-09-29,Fuerza Comercial,573.59,Medellín,Mid-Market,2023-05-29,Transferencia,Pagado,2024-10-04,5.0
O002066,1071,2024-10-28,Fuerza Comercial,882.97,Bogotá,Mid-Market,2022-11-19,Transferencia,Pagado,2024-11-02,5.0
O002067,1007,2025-11-27,Online,459.32,Medellín,SMB,2025-04-13,Tarjeta,Pagado,2025-11-27,0.0
O002068,422,2024-01-27,Fuerza Comercial,642.33,Cali,Mid-Market,2022-12-19,PSE,Pagado,2024-02-01,5.0
O002069,490,2024-01-23,Partners,482.48,Bucaramanga,SMB,2023-12-29,Transferencia,Pagado,2024-01-28,5.0
O002070,138,2025-04-13,Fuerza Comercial,318.99,Medellín,Mid-Market,2024-04-27,Tarjeta,Pagado,2025-04-19,6.0
O002071,771,2025-09-09,Online,568.05,Cali,SMB,2023-03-12,PSE,Pagado,2025-09-15,6.0
O002072,314,2025-11-08,Online,427.68,Cali,SMB,2022-01-09,Tarjeta,Pagado,2025-11-12,4.0
O002073,397,2024-03-16,Partners,398.52,Barranquilla,SMB,2024-04-07,Transferencia,Pagado,2024-03-17,1.0
O002074,4,2025-11-07,Fuerza Comercial,588.09,Barranquilla,SMB,2023-08-07,PSE,Pagado,2025-11-14,7.0
O002075,1183,2024-11-07,Partners,776.43,Bucaramanga,Enterprise,2024-12-10,Tarjeta,Pagado,2024-11-08,1.0
O002076,374,2024-12-02,Fuerza Comercial,401.84,Medellín,SMB,2023-03-31,Tarjeta,Pagado,2024-12-07,5.0
O002077,371,2025-11-12,Online,653.46,Bucaramanga,SMB,2023-05-22,Efectivo,Pagado,2025-11-20,8.0
O002078,787,2024-02-12,Online,329.26,Medellín,SMB,2025-01-03,Efectivo,Pagado,2024-02-16,4.0
O002079,978,2025-09-30,Online,616.35,Medellín,SMB,2022-12-06,PSE,Pagado,2025-10-09,9.0
O002080,567,2025-11-12,Fuerza Comercial,509.78,Cali,SMB,2022-02-04,Transferencia,Pagado,2025-11-15,3.0
O002081,965,2024-07-10,Online,477.16,Bogotá,Mid-Market,2022-11-11,Tarjeta,Pagado,2024-07-11,1.0
O002082,89,2025-01-26,Online,143.59,Barranquilla,Mid-Market,2024-04-13,Transferencia,Pagado,2025-01-27,1.0
O002083,181,2024-11-23,Fuerza Comercial,255.24,Bucaramanga,SMB,2024-11-13,PSE,Pendiente,2024-11-25,2.0
O002084,420,2025-03-13,Online,555.66,Bucaramanga,Mid-Market,2025-02-13,Tarjeta,Pagado,2025-03-17,4.0
O002085,91,2024-09-24,Online,273.32,Barranquilla,SMB,2025-05-17,Transferencia,Pagado,2024-09-28,4.0
O002086,157,2025-03-27,Online,542.07,Medellín,Mid-Market,2022-08-11,PSE,Pagado,2025-04-04,8.0
O002087,35,2024-08-18,Fuerza Comercial,269.24,Bogotá,SMB,2025-06-13,Tarjeta,Pagado,2024-08-18,0.0
O002088,600,2024-01-08,Fuerza Comercial,434.36,Barranquilla,Enterprise,2024-11-18,Tarjeta,Pagado,2024-01-14,6.0
O002089,1028,2024-06-10,Online,365.56,Bogotá,Mid-Market,2022-09-23,Tarjeta,Pendiente,2024-06-10,0.0
O002090,143,2025-07-18,Partners,380.44,Bogotá,SMB,2023-06-20,Tarjeta,Pagado,2025-07-26,8.0
O002091,360,2024-09-20,Online,651.36,Cali,SMB,2025-02-26,Tarjeta,Pagado,2024-09-21,1.0
O002092,851,2025-05-16,Fuerza Comercial,386.53,Bucaramanga,SMB,2023-02-03,Transferencia,Pagado,2025-05-20,4.0
O002093,250,2024-08-07,Partners,451.2,Cali,SMB,2022-09-28,Tarjeta,Pagado,2024-08-08,1.0
O002094,171,2025-03-26,Online,236.81,Cali,Mid-Market,2022-02-14,PSE,Pagado,2025-03-30,4.0
O002095,1174,2025-06-28,Online,413.55,Medellín,Enterprise,2023-04-27,PSE,Pagado,2025-07-06,8.0
O002096,198,2024-12-18,Fuerza Comercial,693.47,Bogotá,SMB,2024-04-04,Transferencia,Pagado,2024-12-23,5.0
O002097,441,2024-06-15,Fuerza Comercial,957.15,Bucaramanga,SMB,2023-04-06,Tarjeta,Pagado,2024-06-15,0.0
O002098,651,2025-07-02,Partners,472.38,Barranquilla,SMB,2022-08-14,Tarjeta,Pagado,2025-07-06,4.0
O002099,17,2024-05-20,Online,1180.1,Cali,SMB,2025-04-09,Tarjeta,Pagado,2024-05-20,0.0
O002100,868,2025-08-05,Online,164.74,Cali,Mid-Market,2023-07-27,Transferencia,Pagado,2025-08-12,7.0
O002101,651,2024-12-17,Partners,848.54,Barranquilla,SMB,2022-08-14,Tarjeta,Pagado,2024-12-26,9.0
O002102,55,2024-10-02,Online,526.85,Barranquilla,SMB,2024-03-31,Tarjeta,Pagado,2024-10-04,2.0
O002103,218,2025-03-27,Online,248.13,Medellín,Mid-Market,2023-10-09,Transferencia,Pagado,2025-04-03,7.0
O002104,864,2025-07-14,Fuerza Comercial,376.31,Medellín,Enterprise,2023-11-23,Efectivo,Pagado,2025-07-14,0.0
O002105,912,2025-08-05,Online,238.91,Medellín,SMB,2022-04-09,Tarjeta,Pagado,2025-08-11,6.0
O002106,697,2024-07-11,Fuerza Comercial,867.72,Cali,SMB,2025-03-23,,,,
O002107,1143,2025-05-09,Online,507.95,Bogotá,SMB,2022-03-17,Tarjeta,Pagado,2025-05-11,2.0
O002108,391,2025-12-15,Online,313.15,Bogotá,SMB,2024-12-02,Transferencia,Pagado,2025-12-19,4.0
O002109,1171,2025-09-12,Partners,798.37,Cali,SMB,2023-05-08,Tarjeta,Pagado,2025-09-12,0.0
O002110,473,2025-12-12,Online,170.13,Medellín,Mid-Market,2022-08-15,Transferencia,Pagado,2025-12-20,8.0
O002111,1053,2024-03-13,Online,892.04,Bogotá,Enterprise,2022-05-03,Tarjeta,Pagado,2024-03-19,6.0
O002112,838,2025-01-07,Fuerza Comercial,220.31,Barranquilla,Enterprise,2023-10-11,Efectivo,Pagado,2025-01-10,3.0
O002113,271,2024-07-29,Fuerza Comercial,846.91,Bucaramanga,SMB,2023-03-11,Tarjeta,Pagado,2024-07-31,2.0
O002114,956,2025-11-24,Partners,723.28,Barranquilla,Mid-Market,2023-10-20,PSE,Pagado,2025-11-30,6.0
O002115,390,2025-10-05,Online,371.62,Barranquilla,SMB,2025-05-26,Transferencia,Pagado,2025-10-10,5.0
O002116,953,2025-03-27,Online,161.56,Medellín,Mid-Market,2024-01-21,Transferencia,Pendiente,2025-04-04,8.0
O002117,423,2025-12-24,Fuerza Comercial,579.8,Bucaramanga,SMB,2022-05-15,Efectivo,Pendiente,2025-12-26,2.0
O002118,580,2024-06-05,Online,1010.2,Cali,SMB,2023-03-01,PSE,Pendiente,2024-06-12,7.0
O002119,1180,2024-06-12,Online,228.01,Bogotá,SMB,2024-08-02,PSE,Pagado,2024-06-15,3.0
O002120,958,2024-02-04,Online,255.38,Medellín,SMB,2024-07-19,PSE,Pagado,2024-02-13,9.0
O002121,874,2024-03-22,Online,512.03,Bogotá,SMB,2022-12-30,Efectivo,Pagado,2024-03-31,9.0
O002122,633,2024-07-24,Fuerza Comercial,296.26,Medellín,SMB,2024-10-31,Tarjeta,Pagado,2024-07-27,3.0
O002123,1003,2025-10-11,Online,705.99,Bogotá,Enterprise,2023-07-29,Efectivo,Pagado,2025-10-19,8.0
O002124,1039,2025-03-30,Fuerza Comercial,113.48,Medellín,SMB,2022-03-18,Tarjeta,Pagado,2025-04-03,4.0
O002125,120,2025-10-11,Fuerza Comercial,671.7,Bucaramanga,SMB,2022-03-26,Tarjeta,Pagado,2025-10-18,7.0
O002126,465,2025-08-14,Partners,709.53,Barranquilla,Mid-Market,2024-03-06,Tarjeta,Pendiente,2025-08-17,3.0
O002127,385,2024-07-30,Partners,349.62,Bogotá,SMB,2024-01-16,Transferencia,Pagado,2024-07-30,0.0
O002128,1101,2025-10-09,Online,295.06,Barranquilla,SMB,2024-08-22,Tarjeta,Pagado,2025-10-15,6.0
O002129,4,2025-08-15,Fuerza Comercial,795.66,Barranquilla,SMB,2023-08-07,Tarjeta,Pagado,2025-08-21,6.0
O002130,808,2025-06-06,Online,104.17,Medellín,Mid-Market,2023-08-24,PSE,Pagado,2025-06-09,3.0
O002131,236,2025-08-11,Fuerza Comercial,272.1,Bucaramanga,Enterprise,2022-07-26,Transferencia,Pagado,2025-08-15,4.0
O002132,1151,2024-11-21,Fuerza Comercial,220.37,Medellín,SMB,2022-08-03,Tarjeta,Pagado,2024-11-23,2.0
O002133,28,2025-11-17,Fuerza Comercial,281.83,Medellín,SMB,2024-09-25,Transferencia,Pagado,2025-11-24,7.0
O002134,116,2025-03-23,Fuerza Comercial,559.85,Medellín,SMB,2025-05-16,PSE,Pagado,2025-03-31,8.0
O002135,882,2024-08-31,Online,248.1,Cali,SMB,2024-10-08,PSE,Pagado,2024-09-06,6.0
O002136,826,2024-03-27,Fuerza Comercial,361.35,Cali,SMB,2022-10-19,Transferencia,Pagado,2024-03-31,4.0
O002137,1032,2024-08-09,Fuerza Comercial,630.24,Bogotá,SMB,2025-04-02,Tarjeta,Pagado,2024-08-10,1.0
O002138,1034,2024-10-30,Online,280.82,Medellín,SMB,2024-10-03,Efectivo,Pagado,2024-11-07,8.0
O002139,671,2024-12-20,Online,320.27,Bucaramanga,Mid-Market,2023-06-20,Tarjeta,Pagado,2024-12-24,4.0
